event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san
23957,2475,2696,1/2-1/2,43,True,True,kingside,kingside,18,draw,d4 d5 c4 e6 Nc3 Bb4 Nf3 Nf6 Bg5 h6 Bxf6 Qxf6 e3 c6 Qb3 Qe7 Be2 Nd7 O-O O-O a3 Bd6 Qc2 f5 Bd3 g6 Rfe1 Kg7 b4 a6 Rab1 Rb8 Nd2 g5 f3 Qf6 Kh1 Qf7 Qa2 Nf6 Ne2 Bd7 a4 Rbe8 c5 Bc7 b5 axb5 axb5 Ne4 Kg1 Nxd2 Qxd2 e5 dxe5 Bxe5 f4 gxf4 exf4 Bf6 bxc6 bxc6 Rb7 Qe6 Kf1 Rf7 Nc1 Qxe1+ Qxe1 Rxe1+ Kxe1 Bd4 Nb3 Bg1 g3 Be6 Rxf7+ Kxf7 Kf1 Be3 Ke2 Bg1 Kf1 Be3 Ke2 Bg1
23958,2224,2409,0-1,31,True,True,kingside,kingside,11,resignation,d4 e6 c4 b6 Nc3 Bb7 Nf3 Bb4 Qb3 Qe7 a3 Bxc3+ Qxc3 Nf6 g3 d6 Bg2 a5 b3 Nbd7 Bb2 O-O O-O Rfe8 Rfd1 h6 b4 Ne4 Qc2 Ndf6 Nd2 d5 c5 Nxd2 Rxd2 axb4 axb4 Rxa1+ Bxa1 Qd7 Qb1 Ba6 f3 Bc4 e4 Qb5 Bc3 Ra8 Qe1 Ra3 Rd1 Bd3 Qd2 dxe4 d5 Nxd5 Bd4 Qc4 Qb2 Ra2 Rc1 Rxb2
23959,2027,2152,0-1,46,True,True,kingside,queenside,9,resignation,e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 b6 Ngf3 c5 c3 Ba6 Bxa6 Nxa6 Qe2 Nab8 O-O Nc6 a3 a5 Re1 a4 Nf1 c4 Bg5 Qc7 Rad1 h6 Bc1 Be7 Ne3 b5 Nd2 O-O-O f4 g6 Qf3 Nb6 Kh1 h5 Rg1 Rdf8 Rdf1 f5 Qe2 g5 fxg5 Bxg5 Nf3 Bd8 Nc2 Rfg8 Nb4 Nxb4 axb4 h4 h3 Nd7 Bf4 Qb7 Qd2 Nf8 Bg5 Bxg5 Nxg5 Qe7 Nf3 Rg3 Nh2 Qg7 Re1 Rg8 Nf3 Qh7 Nh2 Qh5 Qe2 Qh6 Ref1 Nh7 Nf3 Kc7 Qd2 f4 Kh2 Rf8 Rf2 Qg7 Nxh4 Rd3 Nf3
23960,1853,1691,0-1,45,False,True,none,kingside,18,checkmate,e4 e5 Nf3 Nc6 Bb5 f5 d3 Nf6 Qe2 Bc5 Bg5 O-O Nc3 Nd4 Nxd4 Bxd4 Bc4+ Kh8 f3 c6 Be3 Bxe3 Qxe3 d5 exd5 cxd5 Bb5 d4 Qxe5 dxc3 Qxc3 Qb6 Bc4 Re8+ Kd1 Be6 b3 Rac8 Qd2 Bxc4 bxc4 Qb2 Qc1 Qd4 Rb1 Rxc4 Qd2 Rc7 Re1 Rce7 Rxe7 Rxe7 c3 Qa4+ Rb3 Qe8 c4 b6 d4 Nd7 Qf2 Nb8 d5 Na6 Ra3 Nb4 Qd2 Nc2 Kxc2 Re2 Rxa7 Rxd2+ Kxd2 g6 a4 Qb8 Re7 Qd6 Re6 Qb4+ Kd3 Kg8 Rc6 Kf8 Kd4 Qd2+ Ke5 Qe3+ Kf6 Qe7#
23961,2580,2719,1-0,48,True,True,kingside,kingside,24,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O d6 Bxc6+ bxc6 d4 exd4 Nxd4 c5 Nf5 Bxf5 exf5 Be7 c4 O-O Nc3 Nd7 Bd2 Bf6 Qh5 Re8 Rae1 Bd4 b3 h6 Qf3 Ne5 Qg3 Bxc3 Bxc3 Qg5 Bxe5 dxe5 Rxe5 Qxg3 Rxe8+ Rxe8 hxg3 Re2 Rd1 Rxa2 Rd8+ Kh7 Rd7 f6 Rxc7 Ra3 Rb7 h5 Rb6 Kh6 f4 Ra2 Kh2 Ra1 Rb8 Kh7 g4 hxg4 Kg3 Ra2 Kxg4 Rxg2+ Kf3 Rd2 Rb6 Kh6 Rxa6 Rd3+ Ke4 Rxb3 Ra1 Kh7 Kd5 Rf3 Kxc5 g5 Rc1 Kg7 Kd5 Rd3+ Ke4 Rd8 c5 gxf4 c6 Kf7 c7 Rc8 Kd5
23962,2366,2183,1/2-1/2,20,True,True,kingside,kingside,6,draw,Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d4 d6 b3 Nc6 Bb2 Bf5 Nbd2 Re8 d5 Nb4 c4 c5 a3 Na6 Nh4 Bd7 Qc2 Rb8 h3 b5 e4 bxc4 Nxc4 Nc7 e5 dxe5 Nxe5 Ncxd5 Qxc5 e6 b4 a5 Rad1
23963,1789,2074,1/2-1/2,1,False,False,none,none,0,draw,d4 d5
23964,2148,1796,1-0,40,True,True,kingside,kingside,18,resignation,e4 d5 Nf3 dxe4 Ng5 Nf6 Bc4 e6 Nc3 Nc6 Ngxe4 Be7 Ng3 Na5 Be2 b6 Bf3 Bb7 d3 Bxf3 Qxf3 Rb8 a3 c5 O-O O-O Nge2 Qd7 Bf4 Rbd8 Rae1 Qc6 Qh3 Nd5 Bd2 f5 Nxd5 exd5 Bxa5 bxa5 Nf4 Rde8 Qf3 Bd6 Qxd5+ Qxd5 Nxd5 Re5 Rxe5 Bxe5 b3 Re8 Rb1 Bd4 Kf1 Re5 Nf4 Re8 Re1 Rxe1+ Kxe1 a4 bxa4 Bb2 Kd2 Bxa3 Kc3 Kf7 Kc4 Kf6 Ne2 Ke5 f4+ Kd6 c3 Bb2 Kb3 Ba1 Ka2 c4 dxc4
23965,1929,2099,1/2-1/2,14,True,False,kingside,none,6,draw,d4 d5 Nf3 Nf6 e3 Bf5 Bd3 Bg6 O-O e6 c4 c6 c5 Nbd7 b4 Qc7 Bb2 Be7 Qe2 Ne4 Ne5 f6 Nxd7 Kxd7 Nc3 Nxc3 Bxc3 Bxd3 Qxd3
23966,2162,2378,0-1,50,True,True,kingside,kingside,21,resignation,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6 Qd2 Qxc6 Bd3 Ne7 O-O O-O b3 Qf6 c3 Ng6 Kh1 Ne5 Be2 d6 Qg5 Qxg5 Bxg5 f5 Nd2 f4 f3 Ng6 Bc4+ Kh8 h4 h6 h5 Ne5 Bh4 Nxc4 Nxc4 Be6 g4 fxg3 Bxg3 b5 Nb2 Bh3 Rfd1 Rxf3 Kh2 Bg4 c4 Re8 e5 Rxg3 Kxg3 Bxd1 Rxd1 Rxe5 Rd5 Rxd5 cxd5 g6 Kg4 Kg7 Nd3 gxh5+ Kf5 h4 Nf4 Kf7 Nh3 Be3 Ke4 Bc1 Kf5 Ke7 Ng1 Be3 Nh3 Kd7 Ke4 Bc1 Kd3 Kc8 Kc2 Bg5 Kc3 Kb7 Kd3 a5 a4 Kb6 Kd4 Bf6+ Ke4 bxa4 bxa4 Kc5
23967,2231,2210,1-0,77,True,True,queenside,kingside,27,resignation,e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 e6 Na3 Nc6 Be3 cxd4 Nb5 Qd8 Nbxd4 Nd5 Nxc6 bxc6 Bd4 f6 Qa4 Bd7 Qc4 Bd6 Bc5 Bxc5 Qxc5 Qb6 Qa3 c5 O-O-O Qc7 g3 O-O Bh3 Nb6 Rhe1 e5 Bxd7 Nxd7 Nd2 Nb6 Ne4 c4 Qd6 Qf7 f4 exf4 gxf4 Rfe8 Qd4 Qg6 Re2 Qh6 Qd6 Qg6 Qd4 Qh6 Rf2 Qh4 Nd6 Red8 Qe3 Rd7 Rfd2 Rad8 Nf5 Qh5 Rxd7 Rxd7 Rg1 Kh8 Qc5 Qe8 Qc6 Qb8 Qe4 g6 Nd4 f5 Qf3 Qd6 Rd1 Qe7 Qf2 Qe8 Rg1 Nd5 Nxf5 Nxc3 Re1 Qf8 Nd4 Nd5 Ne6 Qf6 Qc5 Nb6 a4 Re7 Qc6 Qf5 Qd6 Rxe6 Rxe6 Kg7 Re7+ Kh6 Qc7 g5 Qc6+ Kh5 Qe8+ Kg4 Rf7 Qd3 Qe6+ Kh5 fxg5 c3 Rf2 cxb2+ Rxb2 Qf1+ Kc2 Nc4 Qe8+ Kg4 Qe4+ Kh5 Qxh7+ Kg4 Rb4 Qe2+ Kc3 Qe5+ Kxc4 a5 h3+ Kf4 Qh4+ Kf3 Qg4+ Kf2 Qd4+ Qxd4+ Kxd4 axb4 g6 b3 Kc3 b2 Kxb2
23968,2533,2531,1/2-1/2,53,True,True,kingside,kingside,20,draw,e4 c6 c4 d5 cxd5 cxd5 exd5 Nf6 Bb5+ Nbd7 Nf3 Nxd5 Nc3 Nc7 Bc4 Nb6 Bb3 g6 O-O Bg7 d4 O-O Re1 Ncd5 Ne5 Be6 Ne4 Nc7 Nc5 Bxb3 axb3 Qd5 Be3 Rfd8 Qf3 Bxe5 dxe5 Qxf3 gxf3 Nbd5 Nxb7 Rdb8 Na5 Rb5 Bd2 Ne6 Re4 Nc5 Rd4 Ne6 Rc4 Nb6 Rb4 Rxb4 Bxb4 Nd5 Bc3 Rb8 Rd1 Rb5 Be1 Nef4 Kf1 Kg7 Rd4 Ne6 Ra4 Nc5 Ra3 a6 Bd2 h6 h4 Nb4 Kg2 Nc2 Ra2 Nd4 b4 Nd3 Nc4 Nxb4 Ra4 Nbc6 Ra2 Kf8 Ra4 e6 Bc3 Ke8 Kg3 Rc5 f4 a5 Ne3 Ne2+ Kg4 Nxc3 bxc3 Rxc3 Nc4 Ke7 Nxa5 Nxa5 Rxa5 Rc4 f3
23969,2379,2200,1-0,34,True,True,kingside,kingside,16,resignation,Nf3 c5 g3 g6 Bg2 Bg7 O-O Nf6 c4 Nc6 Nc3 O-O d4 cxd4 Nxd4 Nxd4 Qxd4 d6 Qd3 Qc7 Bg5 Be6 b3 a6 Rac1 Rfc8 Rfd1 Rab8 Na4 b6 Nc3 Qd8 Nd5 Bxd5 cxd5 b5 Qd2 Rxc1 Rxc1 Rc8 Rc6 Rxc6 dxc6 Qc7 a4 h6 Bxf6 Bxf6 axb5 axb5 Qxh6 e6 Qf4 Bc3 h4 Ba5 h5 d5 Qg5 Kg7 h6+ Kh7 Qf6 Kxh6 Qh8+ Kg5 Qh4+ Kf5 Bh3+
23970,2536,2656,1/2-1/2,46,True,True,kingside,kingside,25,draw,Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 cxd5 exd5 Bg5 Nbd7 e3 c5 dxc5 Qa5 Bxf6 Nxf6 Rc1 Bxc3+ bxc3 O-O Qb3 Qxc5 Bd3 b6 O-O Bb7 Nd4 Ne4 Rfd1 Rfc8 Nb5 Nf6 a4 Ba6 c4 Bb7 Qb2 Qe7 Qa3 Qxa3 Nxa3 Bc6 Nb5 dxc4 Bxc4 Kf8 f3 Ke7 e4 Bxb5 Bxb5 Rxc1 Rxc1 a6 Be2 Kd6 Rd1+ Kc5 Kf2 b5 Rc1+ Kb6 Rb1 Ne8 axb5 a5 e5 Rc8 Ke3 Rc5 f4 Nc7 Kd4 Nxb5+ Bxb5 Rxb5 Rxb5+ Kxb5 Kd5 Kb6 f5 a4 Kc4 Kc6 f6 gxf6 exf6 Kd6 Kb4 Ke5 Kxa4
23971,2527,2335,1-0,40,False,True,none,kingside,17,resignation,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bf4 a6 a4 Bg7 h3 O-O e3 Re8 Nd2 Nbd7 Nc4 Ne4 Nxe4 Rxe4 Bd3 Rxc4 Bxc4 Bxb2 Rb1 Bc3+ Ke2 Nb6 Bb3 Qf6 g4 Bd7 f3 Re8 Kf2 Nc8 Bc4 Bb4 g5 Qe7 e4 Nb6 Bb3 f6 h4 Rf8 Bc2 a5 Kg2 Nc4 Qe2 Na3 Ra1 b5 Rxa3 Bxa3 axb5 Rb8 Bd3 Bb4 gxf6 Qxf6 Bg3 a4 e5 Qf8 h5 c4 Bxc4 Bf5 hxg6 hxg6 exd6 Bxd6 Qb2
23972,2052,2159,1/2-1/2,11,False,True,none,kingside,2,draw,e4 g6 d4 Bg7 Nc3 d6 f4 Nf6 Nf3 O-O Be3 Nc6 Be2 Ng4 Bg1 e5 d5 Nb8 h3 Nf6 fxe5 dxe5
23973,2132,2093,1-0,50,True,False,queenside,none,22,resignation,e4 d6 d4 Nf6 Bd3 e5 c3 d5 dxe5 Nxe4 Bxe4 dxe4 Qxd8+ Kxd8 Bg5+ Be7 Bxe7+ Kxe7 Nd2 Nd7 Nxe4 Nxe5 O-O-O Bf5 f3 Rad8 Ne2 Nd3+ Kc2 Nf2 Rxd8 Rxd8 Re1 Nxe4 Nd4 Bg6 fxe4 c6 b4 f6 a4 Bf7 Kd3 g6 a5 a6 c4 Be6 Kc3 Kf7 Nb3 Ke7 Nc5 Bc8 Rb1 Re8 Rd1 Kf7 b5 cxb5 cxb5 axb5 Kb4 Re7 Kxb5 Rc7 Rd6 Ke7 Rb6 Kf7 Kc4 Ke7 Kd5 Kf7 Kd6 Re7 Rb2 Ke8 a6 b5 Rxb5 Kf7 Rb7 Bxb7 axb7 Re8 Nd7 Re6+ Kd5 Re7 b8=Q Rxd7+ Kc6 Re7 Qb3+ Kg7 Kd6 Re5 Qb7+ Kh6 h4
23974,2600,2577,0-1,75,True,True,kingside,kingside,22,resignation,d4 d5 c4 c6 Nf3 Nf6 Nc3 a6 e3 Bf5 Bd3 Bxd3 Qxd3 e6 O-O Nbd7 Rd1 Be7 e4 dxe4 Nxe4 Nxe4 Qxe4 O-O Bf4 Re8 Rd3 Qa5 Rb3 Nf6 Qc2 b5 Ne5 Rac8 c5 Qd8 Rd1 Qd5 Ra3 Ra8 Rh3 Rac8 Ra3 Ra8 Rh3 Rac8 Ng4 Qf5 Qxf5 exf5 Nxf6+ Bxf6 Rhd3 a5 Kf1 g5 Bd6 Kg7 f3 Kg6 Re1 Re6 b3 Rce8 Bg3 f4 Bf2 Rd8 Red1 Rd5 R1d2 Kf5 Re2 Rd7 Ke1 Rde7 Rd2 Rd7 Kd1 Rd5 a3 h5 h3 g4 hxg4+ hxg4 fxg4+ Kxg4 Rd3 Kf5 Red2 Re8 Rh3 Red8 Rh5+ Bg5 Rh3 Kg6 Rf3 Bf6 Rfd3 Kf5 Kc2 Rg8 Be1 Rg4 Re2 Bxd4 Bxa5 Rxc5+ Kb1 Re5 Rc2 c5 a4 b4 Bxb4 Ke4 Rxd4+ cxd4 a5 Rb5 Be1 Rxb3+ Ka2 Re3 Bb4 d3 Rc4+ Kd5 Rc5+ Kd4 Kb3 Rxg2 Rc4+ Kd5 Rc5+ Ke4 Rc4+ Kf3 Rd4 Re4 Rd7 Ke2 Bc3 f3 a6 f2 a7 Rg8
23975,2291,2132,1-0,66,True,True,kingside,kingside,17,resignation,d4 d5 Nf3 Nf6 c4 c6 Nbd2 Bf5 g3 h6 Bg2 e6 O-O Nbd7 b3 Be7 Bb2 O-O Ne5 Rc8 Rc1 Qb6 c5 Qc7 Nd3 Rfe8 h3 Bf8 f4 Be4 Nf2 Bxg2 Kxg2 Nh7 e3 b6 b4 a5 a3 Rb8 Bc3 axb4 axb4 bxc5 bxc5 Rb5 Ra1 Reb8 Qc2 Nhf6 g4 Ne8 Nh1 Be7 Ng3 Bh4 Ne2 Nf8 Ng1 Bd8 Ngf3 Ng6 Kh1 Ne7 Rg1 Kf8 Ne5 f6 Nef3 f5 Ne5 Nf6 g5 hxg5 Rxg5 Ne4 Nxe4 fxe4 Rh5 Kg8 Rg1 Nf5 Qg2 Bf6 Qg6 Rb1 Rxb1 Rxb1+ Kh2 Rb8 Qh7+ Kf8 Qh8+ Ke7 Qxb8 Bxe5 Qxc7+ Bxc7 Bd2 Kd7 Rg5 Bd8 Rg1 Bh4 Be1 Bd8 Bf2 Ba5 Ra1 Bd2 Ra3 Kc7 h4 Bc1 Rb3 Bd2 Kh3 Nh6 Rb2 Bc3 Rc2 Bb4 Ra2 Nf5 Kg4 Kd7 Kg5 Ne7 h5 Ke8 h6 gxh6+ Kf6
23976,2159,2068,0-1,58,True,True,kingside,kingside,20,resignation,e4 e5 Nf3 Nf6 Nxe5 d6 Nc4 Nxe4 Nc3 Nf6 d4 Be7 Bd3 Nc6 d5 Nb4 Ne3 Nxd3+ Qxd3 O-O O-O Nd7 Bd2 Nc5 Qc4 Bf6 Rad1 a5 b3 b6 a4 Ba6 Nb5 Qd7 Ng4 Bd8 f3 f5 Nf2 Bf6 Rfe1 Rae8 Nd3 Nxd3 Qxd3 Bxb5 axb5 Bh4 g3 Bf6 Qc4 Qf7 Kg2 Be5 f4 Bf6 Qd3 Qd7 c4 g6 h3 Rxe1 Rxe1 Re8 Kf3 Rxe1 Bxe1 Qe7 Bd2 Bg7 g4 Qh4 Qf1 fxg4+ hxg4 h5 Qg2 hxg4+ Qxg4 Qh1+ Ke3 Kh7 Qf3 Qg1+ Ke2 Qh2+ Kd3 Qg1 Qh3+ Kg8 Qc8+ Kh7 Qxc7 Qb1+ Ke2 Qe4+ Be3 Qc2+ Kf3 Qd1+ Kg3 Qxb3 Qxb6 a4 Qa7 a3 Qe7 a2 Qh4+ Kg8 Qd8+ Bf8 Qf6 Qxe3+ Kg4 Qg1+
23977,2231,2117,1/2-1/2,41,True,True,kingside,kingside,18,draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Ne2 d5 a3 Be7 cxd5 exd5 Nf4 Re8 Bd3 c6 O-O Nbd7 f3 Nf8 b4 Ng6 Nxg6 hxg6 Bd2 g5 g4 g6 Kg2 Kg7 Rh1 b6 h3 Bb7 Rb1 Qd7 a4 Bd8 Ne2 Bc7 a5 Rac8 a6 Ba8 Qe1 Bd6 Qf2 c5 b5 cxd4 Nxd4 Be5 Rb4 Ne4 fxe4 dxe4 Bc4 Bxd4 Qxf7+ Qxf7 Bxf7 Bxe3 Bxe3 Kxf7 Rf1+ Ke6 Bxg5 Rf8 Rbb1 Bd5 Be3 Bc4 Rf4 Bd5 Rb4 Rxf4 Bxf4 g5 Be3 Rf8 Rd4
23978,1770,2172,1-0,59,True,True,kingside,kingside,25,resignation,d4 d5 Bg5 g6 e3 Bg7 Bd3 Nf6 Nf3 c5 c3 cxd4 exd4 Nc6 h3 O-O O-O Qc7 Qd2 Ne4 Bxe4 dxe4 Nh2 Rd8 Qe3 f6 Bf4 e5 dxe5 fxe5 Bg5 Ne7 Qxe4 Rf8 Na3 Nf5 Rad1 Be6 Nc2 Qb6 Qb4 h6 Be7 Nxe7 Qxe7 Rae8 Qb4 Bxa2 Qxb6 axb6 Nb4 Bc4 Rfe1 Rd8 Ng4 Rxd1 Rxd1 Ra8 Ne3 Bb3 Rd6 Ra1+ Kh2 Rb1 Rxg6 Kh7 Rxb6 e4 Rxb7 Kh8 Re7 Rxb2 Kg3 Bxc3 Rxe4 Bf7 Nd1 Rxb4 Nxc3 Rb2 Ne2 Ra2 Nf4 Kg8 f3 Rc2 Kh4 Bc4 Re8+ Kf7 Rc8 Ke7 Nd5+ Kf7 Nb6 Rxg2 Rxc4 Re2 Nd5 Rd2 Nf4 Ra2 Rc7+ Kf8 Kh5 Rf2 Ng6+ Ke8 f4 Rf3 h4 Rf1 Kxh6 Rf2 Kg7 Rh2 f5 Kd8 Ra7
23979,2264,2004,1-0,86,True,True,kingside,kingside,26,resignation,d4 Nf6 c4 e6 Nf3 b6 a3 Bb7 Nc3 g6 d5 Bg7 e4 O-O Bd3 d6 O-O Nbd7 Bg5 h6 Bh4 exd5 exd5 Nc5 Bc2 a5 Rb1 Ba6 b4 axb4 axb4 Bxc4 bxc5 Bxf1 Kxf1 bxc5 Ba4 g5 Bg3 Nh5 Ne2 Rb8 Rc1 Rb4 Nd2 Qe7 Nc4 Qe4 Bc2 Nxg3+ hxg3 Qe7 Qd3 f5 g4 Qe4 Qxe4 fxe4 Bxe4 Ra8 Ng3 Bb2 Rc2 Ra1+ Ke2 Bg7 Nf5 Bf8 Kf3 Raa4 Bd3 Rb3 Ke2 Rb8 f3 Rba8 Rd2 Ra2 Bc2 Re8+ Kd3 Ra1 Nce3 Ra3+ Ke2 Bg7 Be4 Bf8 Rb2 Rea8 Bb1 Ra1 Nc4 R1a4 Kd3 R4a7 Nd2 Ra3+ Ke2 R3a4 Kf2 Rb4 Rxb4 cxb4 Ke3 Ra5 Bc2 Ra1 Kd3 Rg1 g3 Bg7 Nxg7 Kxg7 Ne4 Rf1 Kc4 Rc1 Kd3 Rf1 Ke2 b3 Bxb3 Rb1 Ba4 Rb2+ Ke3 Ra2 Bc6 Ra3+ Ke2 Ra2+ Nd2 Kf6 f4 Kg7 Bb5 Ra5 Bc4 Ra4 Ke3 Ra3+ Bd3 Ra5 Kd4 Ra4+ Nc4 Kf6 Ke4 Rb4 Kf3 Rb3 Ke2 Rb4 Ke3 Rb3 Nd2 gxf4+ gxf4 Ra3 Ne4+ Ke7 Ng3 Kf6 Nf5 h5 gxh5 Rxd3+ Kxd3 Kxf5 Kc4 Kxf4 Kb5
23980,2709,2643,1/2-1/2,40,False,True,none,kingside,21,draw,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c4 b4 Nc2 O-O g3 Bg5 h4 Bh6 Bh3 Be6 Kf1 Qa5 Kg2 Qc5 b3 Ra7 Qd3 a5 Rhf1 Bxd5 exd5 Ne7 a3 bxa3 Rxa3 g6 Rfa1 Rfa8 Rxa5 Rxa5 b4 Qc7 bxa5 Rxa5 Rxa5 Qxa5 Qa3 Qc7 Qa4 f5 Qb5 Kf7 Nb4 e4 Nc6 Bg7 g4 Bf6 gxf5 gxf5 h5 Kg7 Nxe7 Qxe7 Bxf5 Bd4 Qd7 Qxd7 Bxd7 e3
23981,2126,1769,1-0,77,True,False,queenside,none,29,resignation,e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 a6 Bg5 e6 Qe2 Be7 O-O-O Nbd7 f4 h6 Bh4 g5 fxg5 Nh7 Nxe6 fxe6 Qh5+ Kf8 Qxh6+ Ke8 Kb1 Bxg5 Bxg5 Qxg5 Qxe6+ Qe7 Qg6+ Qf7 Qxd6 Qf8 Qd2 Nhf6 Bc4 Rh4 Rhf1 Qe7 Bb3 Rxh2 e5 Nxe5 Rxf6 Qxf6 Nd5 Qd6 Qf4 Rh6 Nc7+ Qxc7 Qxh6 Bd7 Qh8+ Ke7 Qg7+ Ke8 Re1 Qd6 Rxe5+ Kd8 Rd5 Qe7 Qg3 Rc8 a3 b5 Ka2 a5 Rd6 a4 Be6 Qxe6+ Rxe6 Bxe6+ Kb1 Rc7 Qd6+ Bd7 g4 Rc4 g5 Rg4 g6 Ke8 Qe5+ Kd8 Qf6+ Kc7 g7 Rg1+ Ka2 Rg4 Qc3+ Kd8 Qf6+ Kc7 Qf7 Kd6 Qf8+ Ke5 b3 axb3+ Kxb3 Be6+ Kb2 Bc4 Qf3 Rg6 a4 bxa4 Qh5+ Kf6 Qh4+ Kxg7 Qxc4 a3+ Kxa3 Rg3+ Kb2 Rg6 Qd4+ Kf7 c4 Rg2+ Kb3 Rg3+ Kb4 Rg6 c5 Re6 Kb5 Ke7 Qd5 Rf6 c6 Rd6 Qe5+ Re6 Qg5+ Kf7 Kb6 Kf8 Kb7 Re7+ Qxe7+ Kxe7 c7 Kd6 c8=Q
23982,2537,2245,1-0,84,True,True,kingside,kingside,26,resignation,d4 Nf6 c4 d6 Nc3 Bf5 g3 Nc6 Bg2 e5 d5 Nd4 e4 Bd7 Be3 c5 dxc6 Nxc6 Nge2 Be7 O-O O-O h3 Be6 b3 Ne8 Qd2 g6 Rad1 Ng7 Kh2 a6 a4 Qa5 Nd5 Bxd5 cxd5 Qxd2 Bxd2 Nd8 Rc1 f5 f4 fxe4 Bxe4 Ne8 f5 Kg7 g4 Nf7 Ng3 Bh4 a5 Ng5 Bg2 Nf6 Rc7+ Rf7 Rxf7+ Kxf7 fxg6+ hxg6 Be1 Nh7 Bb4 Ke7 Ne2 Rc8 Nc3 Bg5 Na4 Rc2 Nb6 Bf4+ Kh1 Ng5 Nc4 Nf7 Kg1 g5 Re1 Bg3 Rd1 Bf2+ Kf1 Bd4 Bd2 Bc3 Be3 Ra2 Rc1 Ra1 Rxa1 Bxa1 Ke2 Bc3 Kd3 Bb4 Be4 Nxe4 Kxe4 Kf6 Bb6 Kg6 Ne3 Kf6 Nf5 Ba3 Kd3 Bc1 Bc7 Bf4 b4 Kg6 Ke4 Bd2 Nxd6 Bxb4 Nxb7 Kf6 Nd8 Nd6+ Bxd6 Bxd6 Nc6 Bc7 Kd3 Bd6 Kc4 Kf7 Kc3 Ke8 Kd3 Kf7 Ke4 Kf6 Nd8 Bb4 Nb7 Bc3 Kd3 Be1 Kc4 Bd2 d6 Ke6 Nc5+ Kf7 Ne4 Bxa5 Nxg5+ Kf6 Ne4+ Ke6 Nc5+ Kf7 Kd5 Kf6 Nxa6 Kg5 Kxe5 Bd8 Nc5 Kh4 Ne6 Ba5 d7 Kxh3 g5
23983,2589,2634,0-1,27,True,True,kingside,kingside,13,resignation,d4 Nf6 c4 e6 g3 d5 Nf3 Bb4+ Bd2 Be7 Bg2 O-O O-O Nbd7 Qc2 c6 Bf4 h6 b3 b6 Nc3 Ba6 Rfd1 Rc8 e4 dxc4 Nd2 g5 Be3 Ng4 bxc4 c5 Qa4 cxd4 Bxd4 Nc5 Bxc5 Bxc5 Nf3 Qf6 e5 Nxe5 Ne4 Nxf3+ Kh1 Qf5 Nxc5 Rxc5 Qxa6 g4 Qxa7 Nxh2 Qe7 Nf3
23984,2196,2037,1-0,16,False,True,none,kingside,7,resignation,d4 d5 c4 e6 Nc3 c6 e3 Bd6 Nf3 f5 Bd3 Nf6 Qc2 Ne4 a3 Nd7 Bd2 O-O h3 b6 cxd5 exd5 Nxe4 dxe4 Qxc6 Qc7 Qxc7 Bxc7 Bc4+ Kh8 Ng5 Nf6 Bb4
23985,2490,2397,0-1,36,True,True,kingside,kingside,16,resignation,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 c3 d6 O-O O-O h3 a6 Bxc6 bxc6 Re1 Re8 Nbd2 a5 Nf1 h6 Ng3 Bb6 Be3 Bxe3 Rxe3 c5 d4 exd4 cxd4 Bb7 Qc2 d5 e5 Ne4 dxc5 Nxg3 c6 Ba6 fxg3 d4 Re4 d3 Qc5 Re6 Nd4 Rg6 g4 Kh7 Qxa5 Bc4 Qc5 Bd5 Re3 Qg5 Rxd3 Qxe5 Nb3 Rd8 Qf2 Bxg2 Re1 Qb5 Rxd8 Bxh3 Rd4 Bxg4 Re3 Bf3+ Kh2 Qh5+
23986,1889,2298,0-1,36,True,True,kingside,kingside,14,resignation,e4 d6 Bc4 Nf6 Nc3 c6 d4 Qa5 Bd2 e5 Nge2 exd4 Nb5 Qb6 Nbxd4 Nxe4 Be3 Qb4+ c3 Qxc4 O-O d5 b3 Qa6 c4 dxc4 Qc2 Nd6 Rfd1 Be7 h3 O-O Ng3 c5 Nf3 Nd7 bxc4 Nxc4 Nf5 Bf6 Ng5 g6 Nh6+ Kg7 Nf5+ gxf5 Qxf5 Bxg5 Bxg5 Qg6 Qf4 Nde5 Rac1 f6 Bh4 Bxh3 Bg3 Be6 Rc3 Rad8 Qc1 Bd5 Re1 b5 Rc2 Nd3 Re7+ Rf7 Rxf7+ Kxf7 Qf1 Re8
