event_id,moves_uci
33518,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 f8d6 f1d3 f7f5 g1f3 g8f6 e1g1 e8g8 b2b3 f6e4 c1b2 b8d7 c3e2 b7b6 b3b4 a8b8 b4b5 c8b7 c4d5 c6d5 d1a4 d8e7 a4b3 b8a8 a2a4 a7a5 b2a3 d6a3 a1a3 a8c8 a3a1 c8c7 f1c1 f8c8 c1c7 c8c7 h2h3 b7c8 b3b2 e7d6 e2f4 d7f6 f3e5 c8d7 h3h4 d7e8 d3e4 f6e4 e5d3 h7h6 f2f3 e4f6 d3e5 g8h7 b2a3 d6a3 a1a3 e8d7 e5d7 f6d7 f4e6 c7c1 g1f2 d7f6 e6f4 c1c2 f4e2 f6h5 f2e1 g7g5 h4g5 h6g5 a3c3 c2c3 e2c3 h5f6 e1e2 h7g6 e2d3 g6h5 e3e4 f5e4 f3e4 d5e4 c3e4 f6d5 e4c3 d5f6 d4d5 h5g4 d3d4 g4f5 c3d1 f5f4 d1e3 g5g4 d5d6 f6d7 e3c4 f4g3 c4e5
33519,d2d4 d7d6 g1f3 g7g6 g2g3 f8g7 f1g2 b8d7 c2c4 e7e5 b1c3 g8e7 e1g1 e8g8 e2e4 e5d4 f3d4 e7c6 d4c6 b7c6 c1d2 d7e5 d1e2 c6c5 a1e1 c8g4 f2f3 g4e6 b2b3 e5c6 f3f4 c6d4 e2d1 f7f5 c3d5 f5e4 g2e4 c7c6 d5e3 d8d7 d2c3 a8e8 e4g2 d4e2 e1e2 g7c3 d1d3 c3d4 g1h1 e8e7 f1e1 f8e8 h2h4 g8g7 h1h2 h7h5 f4f5 e6f5 e3f5 g6f5 e2e7 e8e7 g2c6 d7d8 e1e7 d8e7 d3f5 e7e2 h2h3 e2e5 f5f3 e5e6 h3g2 e6f6 f3h5 f6f2 g2h3 f2f1 c6g2 f1f6 h5g4 g7h6 g2f3 f6e5 f3e4 e5f6 g4f5
33520,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1e2 b8d7 c1e3 d8c7 e1g1 e7e6 f2f4 b7b5 e2f3 c8b7 a2a3 f8e7 d1e1 e8g8 e1g3 g8h8 a1e1 d7c5 e4e5 f6e4 c3e4 c5e4 f3e4 b7e4 c2c3 a8d8 e3f2 c7b7 f2e3 b7c7 d4f3 e4f3 e5d6 d8d6 g3f3 d6d5 e1d1 f8d8 d1d5 d8d5 f1d1 d5d1 f3d1 c7d6 d1d6 e7d6 g1f2 h8g8 f2e2 g8f8 e2d3 f8e8 c3c4 b5c4 d3c4 e8d7 b2b4 d7c6 a3a4 h7h5 g2g3 f7f6 b4b5 a6b5 a4b5 c6d7 e3c5 d6b8 c5f8 g7g6 c4c5 e6e5 f4e5 b8e5 c5d5 h5h4 g3h4 e5h2 b5b6 h2g3 b6b7 d7c7 b7b8Q c7b8 f8d6 g3d6 d5d6 f6f5 d6e5 b8c7 h4h5 g6h5 e5f5
33521,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 e4g5 e7e6 f1d3 g8f6 g1f3 f8e7 e1g1 e8g8 f3e5 h7h6 g5f3 c6c5 c2c3 f8e8 d1e2 d8c7 f1e1 d7f8 c1f4 e7d6 d4c5 c7c5 a1d1 f6d5 f4g3 d6c7 a2a3 a7a5 d3b5 e8d8 f3d4 c7e5 g3e5 f8g6 e5g3 d5f4 e2e3 f4d5 e3f3 c8d7 b5d3 g6f8 c3c4 d5f6 g3e5 d7c6 d4c6 c5c6 f3c6 b7c6 d3e2 d8d1 e1d1 f8d7 e5d6 e6e5 f2f3 c6c5 e2d3 g7g6 d3c2 a8a7 c2a4 g8g7 a4b5 g6g5 d1e1 a7a8 b2b3 a8e8 d6c7 e8a8 c7e5 d7e5 e1e5 a8d8 e5c5 d8d1 g1f2 d1d2 f2f1 d2b2 b5a4 b2b1 f1f2 b1b2 f2e3 b2g2 c5a5 g2h2 c4c5 f6d5 e3e4 d5e7 c5c6 f7f5 e4d3 g5g4 a5a7
33522,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f2f3 e8g8 c1g5 a7a6 d1d2 b8d7 g1e2 c7c5 g5h6 g7h6 d2h6 b7b5 h2h4 b5b4 c3d5 e7e6 d5f6 d8f6 e1c1 a6a5 h6g5 f6g5 h4g5 d7b6 b2b3 a5a4 c1b2 a4b3 a2b3 c8b7 e2c1 f8c8 f1e2 g8g7 d1d2 a8a6 h1d1 h7h6 g5h6 g7h6 d4c5 d6c5 d2d8 a6a8
33523,e2e4 g7g6 d2d4 f8g7 g1f3 d7d6 f1e2 b8d7 e1g1 e7e6 c2c4 g8e7 b1c3 e8g8 c1e3 e6e5 d4d5 f7f5 f3g5 d7f6 f2f3 g7h6 h2h4 f6h5 d1e1 c7c5 d5c6 e7c6 c4c5 f5f4 e3f2 c6d4 e2c4 g8g7 c5d6 d8d6 a1d1 d6c5 b2b3 h6g5 h4g5 h5g3 c3b5 f8d8 b5d4 d8d4 d1d4 e5d4 e1d2 c5g5 f2g3 g5g3 d2d4 g7h6 f1f2 g3h4 d4d6 c8h3 f2d2 a8e8 g2h3 h4g3 d2g2 g3f3 c4f7 f3e4 f7e8 f4f3 d6f8
33524,d2d4 g8f6 c2c4 c7c5 g1f3 g7g6 g2g3 f8g7 f1g2 e8g8 e1g1 b8c6 d4d5 c6a5 d1a4 d7d6 c1d2 b7b6 d2a5 b6a5 b1d2 a8b8 a4c2 c8d7 f1e1 a5a4 e2e4 f6g4 a1b1 d8a5 g2h3 g4e3 e1e3 d7h3 b2b3 b8b6 b1e1 g7h6 e3e2 f7f6 g1h1 f8b8 e1b1 h3g4 h1g2 a4b3 b1b3 b6b3 a2b3 a5a3 h2h3 g4f3 g2f3 h6d2 e2d2 b8b3 f3e2 b3c3 c2a2 a3b4 f2f3 a7a5 d2b2 c3a3 a2b1 b4c4 e2f2 c4c3
33525,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 b1c3 d8c7 f1d3 g8f6 e1g1 f8c5 d4b3 c5e7 f1e1 d7d6 f2f4 b8d7 g1h1 b7b5 a2a3 c8b7 d1f3 h7h5 h2h3 f6g4 f3g3 e8c8 d3e2 f7f5 e4f5 e6f5 e2f3 e7f6 c1d2 h5h4 f3b7 c7b7 g3f3 b7f3 g2f3 g4h6 a3a4 d7c5 a4b5 c5b3 c2b3 a6b5 c3b5 f6b2 a1a6 d6d5 e1e7 d8d7 a6a8 c8b7 a8a7 b7c6 a7d7 c6b5 d7d5 b5c6 d5d7 h8b8 d7c7 c6d6 b3b4 h6g8 e7d7 d6e6 d7d3 g8h6 d3b3 b2d4 d2e3 e6d6 e3d4 d6c7 d4e5 c7c8 e5b8 c8b8 b3e3 g7g6 e3e6 b8c7 e6g6
33526,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 c1e3 f8g7 f2f3 b8c6 d1d2 e8g8 e1c1 c8d7 g2g4 c6e5 h2h4 a8c8 h4h5 e5f3 d4f3 d7g4 f1e2 g4h5 f3d4 h5e2 d4e2 h7h5 e3h6 d8a5 d1g1 c8c5 h6g7 g8g7 e2d4 c5c3 d4f5 g7g8 f5e7 g8h7 d2c3 a5c3 b2c3 f6e4 h1h4 e4c5 h4d4 f8e8 e7d5 e8e5 d5f6 h7g7 d4d6 h5h4 g1f1 h4h3 d6d8 e5f5 f1f5 g6f5 f6h5 g7h7 d8d2 c5e4 d2h2 e4c3 c1b2 c3d1 b2b3 h7g6 h5f4 g6g5 f4h3 g5g4 h2h1 d1e3 h3f2 g4g3 f2d3 f5f4 h1g1 g3h2 g1g7
33527,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4f3 f8e7 f1c4 c8e6 c4e6 f7e6 c3a4 f6d7 c2c4 b8c6 e1g1 e8g8 c4c5 d7c5 a4c5 d6c5 d1b3 d8d6 a2a4 c6d4 e3d4 e5d4 f3d2 d6c6 a4a5 e7g5 d2c4 c6e4 a1e1 e4c6 c4e5 c6d5 b3d5 e6d5 e5d7 f8c8 e1e5 g5d8 e5d5 d8a5 d7c5 a5b6 c5e6 c8e8 d5d6 b6d8
33528,e2e4 c7c5 b2b4 c5b4 a2a3 d7d5 e4e5 b8c6 d2d4 d8b6 c1e3 c8f5 f1d3 f5d3 d1d3 e7e6 g1e2 g8e7 e1g1 e7f5 a3b4 f8b4 c2c3 b4e7 b1d2 e8g8 h2h3 a7a5 e2f4 b6a6 d3c2 g7g6 g2g4 f5e3 f2e3 a5a4 e3e4 e7g5 e4d5 g5f4 f1f4 e6d5 c2a2 a6e2 a1f1 e2e3 g1g2 e3c3 d2f3 c6b4 a2e2 c3d3 e2f2 d3c2 f3g5 a4a3 g5f7 a3a2 e5e6 c2f2 f1f2 a2a1Q e6e7 f8e8 f7h6 g8g7 f4f7 g7h6 h3h4 a8a2 g4g5 h6h5 g2g3 a1g1 g3h3 a2a3
33529,e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 f1d3 c7c5 d4c5 f8c5 g1f3 g8f6 e1g1 e8g8 b1c3 h7h6 h2h3 b8c6 c1f4 c8e6 c3b5 c5b6 c2c3 f6e4 b5d4 d8f6 f4e3 a8d8 d4e6 f7e6 e3b6 a7b6 d1e2 e4c5 d3b5 c6e7 e2e5 e7g6 e5f6 g7f6 a1d1 e6e5 f1e1 g8g7 g2g3 d8d6 g1g2 f8d8 f3d2 e5e4 d2b3 c5b3 a2b3 f6f5 d1d4 g6e5 b5e2 e5c6 d4a4 d5d4 c3d4 c6d4 a4a7 d6d7 f2f3 e4e3 a7a4 d4e2 e1e2 d7d2 g2f1 d2d1 e2e1 d8d2 a4a1 e3e2 f1f2 d1a1 e1a1 d2d1
33530,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 g8f6 b1d2 d7d6 f1d3 f8e7 d1e2 e8g8 g2g4 b8c6 d4c6 b7c6 g4g5 f6d7 h2h4 d7c5 f2f4 a7a5 e1g1 f7f5 e4f5 c5d3 c2d3 f8f5 d2c4 d6d5 c4e3 f5f8 e3g4 d5d4 c1d2 d8d5 g4e5 e7d6 a2a4 f8f5 e5c4 d6c7 a1e1 c8d7 b2b3 a8b8 e2d1 b8f8 e1e4 e6e5 c4e5 c7e5 e4e5 f5e5 f4e5 f8f1 d1f1 d5b3 d2a5 b3a4 a5c7 a4b3 c7d6 b3f7 d6c5 f7f5 f1f5 d7f5 c5d4 f5d3 e5e6 d3c4 e6e7 g8f7 d4c5 h7h5 g1f2 g7g6
33531,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1c4 e7e6 c4b3 f8e7 e1g1 e8g8 f2f4 b8d7 d1f3 d7c5 c1e3 d8c7 f4f5 b7b5 f5e6 f7e6 d4f5 c5b3 f5e7 c7e7 a2b3 c8b7 e3g5 a8c8 f3e2 h7h6 g5h4 b5b4 c3a2 g7g5 h4f2 f6e4 a2b4 e6e5 c2c4 e4f2 f1f2 f8f2 e2f2 c8f8 f2d2 e7e6 a1d1 e6g4 b4d5 g8g7 d5e3 g4e4 d2d3 f8b8 e3f5 g7h7 f5d6 e4d3 d1d3 b7c6 d3e3 h7g6 e3e5 b8b3 e5e6 g6h7 d6f5 c6b7 e6h6 h7g8 c4c5 b3b2 c5c6 b7c8 f5e7 g8g7 h6g6 g7f7 e7c8
33532,e2e4 d7d6 f1c4 g8f6 b1c3 c7c6 a2a4 e7e5 d2d4 b8d7 g1f3 f8e7 e1g1 e8g8 h2h3 e5d4 f3d4 d7c5 d1f3 a7a5 d4f5 c8f5 f3f5 f8e8 c1e3 e7f8 e3c5 e8e5 f5f3 e5c5 c4b3 d8c7 f1e1 a8e8 f3g3 c5e5 f2f3 d6d5 g1h1 f8c5 a1d1 c7e7 e1e2 f6h5 g3h2 e7h4 f3f4 h5g3 h2g3 h4g3 f4e5 d5d4 c3b1 g3e5 d1d3 c5d6 g2g4 e5f6 b1d2 d6f4 d3f3 g7g5 d2c4 f6d8 c4a3 g8g7 b3c4 e8h8 f3d3 h7h5 g4h5 h8h5 c2c3 d8c8 c3d4 h5h3 h1g1 c8g4 e2g2 f4h2 g1f1 h3f3 d3f3 g4f3 g2f2 f3h3 f1e2 f7f6 a3c2 h2g3 f2f5 h3g2 e2d3 g3f4 d3c3 g2e4 f5a5 g5g4 a5a7 c6c5 d4c5 f4b8 c5c6 b8a7 c6c7 e4e5
33533,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 b8c6 c1g5 c8d7 d1d2 a8c8 e1c1 c6d4 d2d4 d8a5 g5f6 g7f6 f2f4 f8h6 g2g3 a5c5 c1b1 a7a6 d4d3 f6f5 f1h3 h6g7 e4e5 e8g8 c3d5 d6e5 d5e7 c5e7 d3d7 e7b4 a2a3 b4b6 d7f5 e5e4 b2b3 c8c5 d1d5 c5d5 f5d5 b6f6 d5e5 f6c6 e5a5 e4e3 h1e1 b7b6
33534,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 d8f6 d2d3 c6c5 b1c3 g8e7 c1e3 e7c6 f3d2 c8e6 d2b3 b7b6 f2f4 e5f4 e3f4 f6d8 d1e1 f8d6 e4e5 d6e7 e1g3 h8g8 c3e4 c6d4 b3d4 d8d4 g1h1 e8c8 b2b3 h7h6 a2a4 a6a5 a1e1 d4d7 e4c3 g7g5 f4d2 h6h5 c3e4 h5h4 g3f3 c8b8 e4f6 e7f6 f3f6 h4h3 g2g3 d7c6 e1e4 e6d5 f6c6 d5c6 f1e1 d8d4 d2c3 c6e4 d3e4 d4d7 h1g1 g8d8 g1f2 d7d1 g3g4 d1e1 c3e1 c5c4
33535,c2c4 c7c5 g2g3 b8c6 f1g2 e7e5 b1c3 g7g6 a2a3 a7a5 d2d3 f8g7 e2e3 g8e7 g1e2 d7d6 e1g1 c8e6 c3d5 e8g8 e2c3 a8b8 a1b1 f7f5 d1e2 b7b6 c1d2 d8d7 b2b4 a5b4 a3b4 e5e4 d3e4 f5e4 g2e4 c6e5 e4g2 e7c6 b4c5 b6c5 c3b5 e6f5 e3e4 f5g4 f2f3 e5f3 g2f3 f8f3 f1f3 c6d4 e2d3 d4f3 g1h1 f3e5 d3c2 g4f3 h1g1 f3e2 b5a3 e5f3 g1g2 b8b1 a3b1 f3h4 g2f2 d7g4 c2b3 g7d4 d5e3 g4f3
33536,e2e4 c7c5 c2c3 d7d5 e4d5 d8d5 g1f3 g8f6 f1e2 b8c6 e1g1 e7e6 b1a3 f8e7 d2d4 e8g8 a3b5 d5d8 d4c5 e7c5 b2b4 c5e7 a2a3 a7a6 b5d4 c6d4 d1d4 f6d5 c1b2 e7f6 d4d2 d5b6 d2c2 d8c7 c3c4 f6b2 c2b2 b6c4 e2c4 c7c4 a1c1 c4f4 f1d1 b7b6 b2e5 f4e5 f3e5 b6b5 c1c7 a6a5 e5c6 a5b4 a3b4 e6e5 c6e5 c8e6 c7c5 f8d8 d1d8 a8d8 f2f3 f7f6 e5c6 d8d1 g1f2 e6c4 c6a5 d1d2 f2e3 d2g2 a5c4 b5c4 h2h4 g2b2 c5c4 h7h5 e3d4 g8f7 d4c5 b2b3 b4b5 b3f3 b5b6 f3b3 c4b4 b3c3 c5d6 c3d3 d6c7 d3c3 c7d7 c3d3 d7c6 d3c3 c6b5 c3e3 b6b7 e3e8 b5c6 g7g5 b7b8Q e8b8 b4b8 f7e6 b8b5 g5g4 b5h5 g4g3 h5h6
33537,d2d4 g7g6 e2e4 f8g7 b1c3 c7c5 c1e3 d8a5 g1e2 d7d6 d1d2 b8c6 f2f3 g8f6 h2h4 h7h5 e1c1 a7a6 c1b1 c5d4 e2d4 c6d4 e3d4 c8e6 a2a3 a8c8 f1d3 g7h6 d2f2 c8c6 c3d5 a5d8 g2g4 h5g4 d5f6 e7f6 f3g4 h6g7 g4g5 d6d5 h1e1 e8f8 g5f6 g7h6 d3e2 d8c8 e2f3 d5e4 f3e4 c6c4 d4e5 f8g8 h4h5 g6g5 e4d3 c4h4 e1h1 h4h1 d1h1 e6c4 d3e4 c8e6 f2d4 h6f8 e4b7 g8h7 h5h6 f8h6 b7e4
33538,e2e4 e7e5 g1f3 b8c6 f1b5 c6d4 f3d4 e5d4 e1g1 c7c6 b5a4 d7d6 c2c3 d4c3 b1c3 g8f6 d2d4 f8e7 c1f4 b7b5 a4c2 b5b4 c3e2 c8g4 a1c1 e8g8 d1d3 g4h5 e2g3 h5g6 d3d2 a7a5 f2f3 a8c8 f4e3 f6d7 f3f4 f7f6 c2a4 d7b8
33539,g1f3 g8f6 c2c4 e7e6 d2d4 d7d5 g2g3 f8b4 c1d2 b4e7 f1g2 b8d7 d1c2 c7c6 e1g1 e8g8 f1d1 b7b6 b2b3 c8b7 b1c3 d8c8 d2f4 f8d8 a1c1 e7a3 c1b1 a3f8 e2e4 d5e4 f3g5 c6c5 d4d5 e6e5 f4c1 h7h6 g5e4 f6e4 g2e4 d7f6 e4g2 c8g4 d1e1 g4h5 c1b2 b7c8 c2e2 c8f5 e2h5 f6h5 b1d1 f8d6 c3b5 f7f6 b5d6 d8d6 f2f4 f5g4 f4e5 f6e5 b2e5 d6d7 d1d3 h5f6 d3e3 f6h7 h2h3 g4h5 g2e4 h7g5 e4f5 d7f7 g3g4 f7f5 g4f5 g5f3 e3f3 h5f3 g1f2 f3h5 e1g1 g7g6 f5g6 a8f8 f2e3 f8f3 e3e4 f3h3 e4f5 h5f3 f5e6 h6h5 d5d6 f3c6 d6d7 h3d3 g1f1 d3d7 f1f7 d7b7 e5d6
33540,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 b1c3 b8c6 c1e3 g8f6 f1c4 e8g8 c4b3 d7d6 f2f3 c6a5 d1d2 c8d7 h2h4 h7h5 e1c1 a5b3 a2b3 d8a5 c1b1 f8c8 e3h6 g7h8 g2g4 c8c5 g4h5 f6h5 h6g5 e7e6 g5e7 a5a6 d2d3 b7b5 d4e2 c5c6 e7d6 a8c8 e4e5 a6b7 e2d4 c6c3 b2c3 h5f4 d3d2 f4d5 b1b2 d5c3 d1a1 b7d5 h4h5 c3e2 h1h4 e2g3 h5g6 g3f5 d4f5 d5d2 f5e7 g8g7 h4h7 g7f8 h7h8 f8g7 h8h7
33541,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 f8e7 e4e5 f6d7 g5e7 d8e7 d1d2 a7a6 c3d1 c7c5 c2c3 b8c6 g1f3 f7f6 e5f6 d7f6 f1d3 e8g8 e1g1 e6e5 d4e5 c6e5 f3e5 e7e5 f1e1 e5h5 f2f3 c8d7 d1e3 a8d8 e3f1 g8h8 f1g3 h5f7 e1e5 f8e8 a1e1 g7g6 d2f4 e8e5 e1e5 d7c6 h2h4 d8f8 f4e3 f6d7 e5e7 f7f4 e3f4 f8f4 h4h5 d7f8 g1f2 f4f6 h5g6 h7g6 c3c4 d5c4 d3c4 b7b5 c4d3 c5c4 d3e4 c6e4 g3e4 f6c6 e4g5 h8g8 g5e4 b5b4 f2e2 f8e6 e2d2 e6f4 g2g4 f4d5 e7d7 c4c3 d2c1 d5b6 d7d4 c3b2 c1b2 a6a5 b2b3 g8f7
33542,g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 c2c4 d5c4 b1a3 c8e6 e1g1 e6d5 b2b3 c4b3 a2b3 g7g6 d2d3 f8g7 a3c4 d5f3 g2f3 f6e4 c1e3 g7a1 d1a1 e4f6 c4b6 b8d7 b6a8 d8a8 e3h6 a8b8 d3d4 a7a6 e2e4 h8g8 f1c1 g6g5 a1a5 g5g4 f3g2 b8d8 a5d2 d7b6 d2b4 f6d7 h6f4 e8f8 f4h6 f8e8 h6e3 a6a5 b4a5 b6c8 a5a1 f7f6 b3b4 e8f7 b4b5 c6b5 e4e5 f6e5 d4e5 e7e6 a1d4 c8e7 c1d1 f7e8 d4d6 g8g6 g2e4 e7c8 e4g6 h7g6 d6e6
33543,d2d4 d7d6 g1f3 g7g6 e2e4 f8g7 f1c4 g8f6 d1e2 c7c6 c4b3 e7e5 e1g1 d8e7 d4e5 d6e5 c1g5 b8d7 b1d2 d7c5 d2c4 c8g4 h2h3 g4f3 e2f3 e8g8 c4e3 c5e6 b3e6 e7e6 f1d1 h7h6 g5f6 g7f6 f3g4 f8e8 d1d7 a8b8 g4e6 e8e6 a1d1 f6e7 g1f1 g8f8 e3c4 b7b5 c4a5 e7c5 c2c3 c5b6 a5b7 e6e7 b7d8 e7d7
33544,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 g8f6 e1g1 d7d6 c2c3 c5b6 c1g5 h7h6 g5h4 g7g5 h4g3 c8g4 h2h3 g4h5 a2a4 a7a6 b2b4 d8c8 a4a5 b6a7 b4b5 c6e7 d1b3 a6b5 c4b5 e8f8 b1d2 a8b8 f1e1 g5g4 h3g4 c8g4 d3d4 h8g8 g1f1 h5g6 d4e5 f6e4 d2e4 g6e4 e5d6 c7d6 e1e4 g4e4 a1a4 e4g6 f3h4 g6g5 g3d6 b8d8 a4f4 g8g7 b3b4 d8d6 b4d6 g5b5 f1g1 b5c6 d6d8 c6e8 d8d6 a7b8 d6h6 b8f4 h6f4 e7g6 f4h6 e8e1 g1h2 e1e5 g2g3 g6h4 h6h8 f8e7 h8h4 e5f6 h4b4 e7e8 b4b7 f6f2
33545,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 c1e3 g8f6 f1e2 f8e7 e1g1 e8g8 f2f4 d7d6 g1h1 c6d4 d1d4 b7b6 e2f3 e6e5 d4d3 c8b7 g2g4 e5f4 e3f4 a8d8 g4g5 f6d7 c3b5 c7b8 f4d6 e7d6 d3d6 b8a8 d6f4 d7c5 b5d6 c5e6 f4g3 d8d6 g3d6 e6g5 f3g2 f7f5 d6d2 g5e4 d2e3 h7h6 h1g1 f8f6 f1f4 f6g6 g1f1 e4d2 e3d2 g6g2 d2d3 g2h2 f1e1 b7e4 d3c4 g8h7 f4f2 a8e8 c4e2 h2h1 f2f1 h1f1 e1f1 e8e5 c2c3 e5g3 e2f2 g3d3 f1e1 e4f3 a2a4 a7a6 f2d2 d3e4 e1f2 f3g4 a4a5 b6b5 a1g1 e4f3 f2e1 h6h5 g1f1 f3e4 e1f2 h5h4 f2g1 h4h3 f1f4 e4e5 d2f2 h7g6 f2g3 e5e2 f4f2 e2d1 g1h2 g6h5 g3b8 d1e1 b8g3 g7g5 f2f3 e1g3 f3g3 f5f4 g3d3 g4f5 d3d5 f5e4 d5d6 e4g2 d6a6 g5g4 a6b6 g4g3 h2g1 g2d5 b6b5 h3h2
33546,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 h7h6 g5f6 d8f6 c4d5 e6d5 d1b3 c7c5 e2e3 b8c6 f1e2 c5c4 b3d1 e8g8 e1g1 b4c3 b2c3 c8f5 f3d2 f8e8 e3e4 f5e4 d2e4 d5e4 e2c4 a8c8 a1c1 c6a5 c4b5 e8d8 d1a4 b7b6 f1e1 f6g5 a4b4 f7f5 c1d1 g8h8 a2a4 g5f6 e1e3 f6e6 f2f3 a5c4 b5c4 c8c4 b4b5 d8c8 f3e4 f5e4 h2h3 c4c3 e3c3 c8c3 d4d5 e6e5 b5b2 e4e3 b2e2 c3c7 g1h1 c7d7 d1d3 d7d5 d3e3 d5d1 e2d1 e5e3 d1d8 h8h7 d8d7 e3c1 h1h2 c1f4 h2g1 f4e3 g1f1 a7a5 d7f5 h7g8 f5d5 g8f8 d5d6 f8f7 d6c7 f7f6 c7d8 f6g6 d8d6 g6h7 d6d7 e3f4 f1g1 f4f6 d7e8 f6g6 e8d7 h6h5 g1h2 g6f6 d7d3 h7h6 d3e3 g7g5 e3e8 h5h4 h2h1 f6f1 h1h2 f1f4 h2h1 f4c1 h1h2 c1c5 e8d7 h6g6 d7e6 g6g7 e6e8 g7f6 h2h1 f6f5 e8e1 c5d4 e1f1 f5e6 f1b5 d4a1 h1h2 a1e5
33547,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 g1f3 c7c5 f1b5 b8c6 e1g1 c5d4 c3d4 e8g8 c1e3 c8g4 b5c6 b7c6 a1c1 a8c8 c1c5
33548,d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1h3 d7d6 c1g5 h7h6 g5f6 g7f6 d1d2 g8h7 e1g1 c7c6 e2e4 e7e5 d4d5 f5f4 f2f3 c6c5 h3f2 h6h5 g2h3 f6g5 d2d3 f4g3 h2g3 h5h4 h3c8 d8c8 g3h4 g5h4 g1g2 h7g7 f1h1 h4g5 a1g1 b8d7 c3b5 a7a6 b5d6 c8c7 g2f1 g7f6 g1g5 f6g5 d3e3 g5f6 h1h7 g6g5 f2g4 f6g6 h7h6
33549,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 f3d4 c6c5 d4e2 d8d1 f1d1 c8d7 b1c3 e8c8 c1e3 b7b6 d1d2 d8e8 a1d1 d7c6 f2f3 g8e7 e2f4 e7g6 f4g6 h7g6 e3f4 f8e7 c3d5 e7d8 f4g3
33550,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 e8g8 h2h3 d7d6 f1e2 c7c5 d4d5 e7e6 c1g5 e6d5 e4d5 h7h6 g5e3 f8e8 d1d2 g8h7 g1f3 c8f5 e1g1 f6e4 c3e4 f5e4 a1e1 b8d7 e3f4 d8f6 b2b3 f6c3 d2c3 g7c3 e1c1 c3b2 c1d1 d7e5 f3e5 b2e5 f4e5 e8e5 f1e1 a8e8 e2f1 g6g5 f2f3 e4g6 e1e5 e8e5 g1f2 h7g7 f1d3 f7f5 g2g3 g7f6 f3f4 e5e7 a2a3 g6h5 d1b1 g5f4 g3f4 h5f7 b3b4 c5b4 a3b4 b7b5 c4c5 f7d5 c5d6 e7d7 d3b5 d7d6 b1d1 f6e6 b5d3 d5e4 d3c4 e6e7 d1a1 d6d4 a1a7 e7d8 c4e6 d4b4 a7h7 b4a4 h7h6 a4a3 h6h4 d8e7 e6c4 a3f3 f2e2 f3c3 c4a6 e7f6 e2d2 c3a3 a6f1 f6g7 h4h5 a3f3 f1e2 f3f2 d2e3 f2h2 h3h4 g7f6 e2c4 h2h1 h5h8 f6g7 h8h5 g7f6 h5h7 f6g6 c4g8 e4c2 e3d4 c2d1 h7c7 d1g4 g8f7 g6f6 f7e8 h1d1 d4c5 d1c1 c5d6 c1d1 d6c5 d1c1 c5b6 c1b1 b6a7 b1b4 h4h5 b4f4 h5h6 g4f3 h6h7 f4h4 c7f7 f6e5 f7g7 f5f4 g7g5 e5f6 g5h5 h4h5 e8h5 f6g7
33551,g1f3 d7d6 c2c4 c8g4 d1b3 d8c8 h2h3 g4f3 b3f3 g7g6 d2d4 f8g7 e2e3 b8c6 b1c3 f7f5 g2g4 g8h6 g4f5 c8f5 f1g2 f5f3 g2f3 h6f5 c1d2 e7e6 f3e4 f5h4 e1e2 e8c8 d4d5 c6e5 a1c1 e5d7 b2b4 h8e8 h1d1 e6d5 e4d5 d7b6 d5h1 h4f5 c3e4 b6c4 d2c3 g7c3 e4c3 c7c6 b4b5 c6c5 a2a4 e8e5 c3e4 c4b2 d1d2 b2a4 d2a2 a4b6 a2a7 c5c4 c1a1 e5b5 e4c3
