event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass,source,has_stockfish
34173,1763,1698,,29,,,,,,resignation,A20,English Opening: King's English Variation,A,59,,,,,,,,,,,65,1730.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34174,1693,1477,,43,,,,,,resignation,C41,Philidor Defense,C,86,,,,,,,,,,,216,1585.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34175,1664,1706,,42,,,,,,resignation,C02,French Defense: Advance Variation,C,85,,,,,,,,,,,-42,1685.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34176,1500,1701,,35,,,,,,checkmate,C00,French Defense: Steinitz Attack,C,70,,,,,,,,,,,-201,1600.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34177,1704,1689,,19,,,,,,checkmate,D10,Slav Defense,D,38,,,,,,,,,,,15,1696.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34178,1680,1677,,23,,,,,,resignation,D00,Queen's Pawn Game,D,46,,,,,,,,,,,3,1678.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34179,1757,1687,,25,,,,,,resignation,A01,Nimzo-Larsen Attack: Modern Variation #3,A,51,,,,,,,,,,,70,1722.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34180,1666,1675,,37,,,,,,resignation,D00,Queen's Pawn Game: Chigorin Variation,D,74,,,,,,,,,,,-9,1670.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34181,1663,1667,,56,,,,,,resignation,C55,Italian Game: Anti-Fried Liver Defense,C,113,,,,,,,,,,,-4,1665.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34182,1651,1641,,6,,,,,,timeout,B21,Sicilian Defense: Smith-Morra Gambit,B,13,,,,,,,,,,,10,1646.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34183,1654,1638,,23,,,,,,checkmate,C00,French Defense: Steinitz Attack,C,46,,,,,,,,,,,16,1646.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34184,1680,1623,,14,,,,,,resignation,C01,French Defense: Exchange Variation,C,29,,,,,,,,,,,57,1652.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34185,1610,1617,,29,,,,,,resignation,C02,French Defense: Advance Variation #2,C,59,,,,,,,,,,,-7,1614.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34186,1754,1618,,39,,,,,,resignation,C02,French Defense: Advance Variation #4,C,79,,,,,,,,,,,136,1686.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34187,1713,1602,,39,,,,,,checkmate,C00,French Defense #2,C,78,,,,,,,,,,,111,1658.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34188,1795,1581,,18,,,,,,checkmate,C00,French Defense: Knight Variation,C,36,,,,,,,,,,,214,1688.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34189,1658,1565,,19,,,,,,resignation,C01,French Defense: Exchange Variation,C,39,,,,,,,,,,,93,1612.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34190,1721,1573,,39,,,,,,resignation,D32,Tarrasch Defense: Two Knights Variation,D,79,,,,,,,,,,,148,1647.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34191,1557,1614,,36,,,,,,resignation,C38,King's Gambit Accepted |  Hanstein Gambit,C,73,,,,,,,,,,,-57,1586.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34192,1423,1500,,17,,,,,,resignation,C45,Scotch Game: Schmidt Variation,C,34,,,,,,,,,,,-77,1462.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34193,1566,1694,,33,,,,,,resignation,C55,Italian Game: Anti-Fried Liver Defense,C,66,,,,,,,,,,,-128,1630.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34194,1432,1493,,11,,,,,,checkmate,C68,Ruy Lopez: Exchange Variation,C,22,,,,,,,,,,,-61,1462.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34195,1656,1577,,19,,,,,,resignation,D00,Queen's Pawn Game,D,39,,,,,,,,,,,79,1616.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34196,1557,1713,,12,,,,,,resignation,B01,Scandinavian Defense: Main Line,B,25,,,,,,,,,,,-156,1635.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34197,1686,1567,,25,,,,,,resignation,C41,Philidor Defense,C,51,,,,,,,,,,,119,1626.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34198,1606,1579,,47,,,,,,resignation,C00,French Defense: Reti-Spielmann Attack,C,95,,,,,,,,,,,27,1592.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34199,1519,1597,,22,,,,,,resignation,C20,King's Pawn Game: Leonardis Variation,C,45,,,,,,,,,,,-78,1558.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34200,1619,1452,,51,,,,,,resignation,B00,St. George Defense,B,102,,,,,,,,,,,167,1536.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34201,1610,1500,,17,,,,,,checkmate,C42,Russian Game: Damiano Variation,C,35,,,,,,,,,,,110,1555.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34202,1612,1626,,16,,,,,,resignation,C02,French Defense: Advance Variation |  Paulsen Attack,C,33,,,,,,,,,,,-14,1619.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34203,1633,1610,,28,,,,,,checkmate,C00,French Defense: Steinitz Attack,C,56,,,,,,,,,,,23,1622.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34204,1595,1583,,58,,,,,,checkmate,C60,Ruy Lopez,C,117,,,,,,,,,,,12,1589.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34205,1696,1607,,31,,,,,,checkmate,C02,French Defense: Advance Variation |  Paulsen Attack,C,63,,,,,,,,,,,89,1652.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34206,1743,1586,,31,,,,,,resignation,C00,French Defense: Knight Variation,C,62,,,,,,,,,,,157,1664.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34207,1630,1584,,33,,,,,,draw,C00,French Defense: Knight Variation,C,66,,,,,,,,,,,46,1607.0,Advanced,Advanced,,,1,lichess_csv,False
34208,1609,1564,,25,,,,,,resignation,C02,French Defense: Advance Variation |  Nimzowitsch System,C,50,,,,,,,,,,,45,1586.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34209,1508,1586,,56,,,,,,resignation,D00,Queen's Pawn Game: Levitsky Attack,D,113,,,,,,,,,,,-78,1547.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34210,1573,1465,,48,,,,,,checkmate,C40,King's Pawn Game: McConnell Defense,C,97,,,,,,,,,,,108,1519.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34211,1459,1494,,66,,,,,,resignation,B50,Sicilian Defense,B,132,,,,,,,,,,,-35,1476.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34212,1061,1133,,12,,,,,,timeout,C20,King's Pawn Game: Leonardis Variation,C,24,,,,,,,,,,,-72,1097.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34213,1210,1151,,41,,,,,,timeout,A40,Englund Gambit Declined |  Reversed French,A,82,,,,,,,,,,,59,1180.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34214,1812,1797,,6,,,,,,checkmate,C30,King's Gambit Declined |  Petrov's Defense,C,13,,,,,,,,,,,15,1804.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34215,1628,1581,,33,,,,,,resignation,C50,Four Knights Game: Italian Variation,C,66,,,,,,,,,,,47,1604.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34216,1577,1571,,49,,,,,,resignation,B01,Scandinavian Defense: Mieses-Kotroc Variation,B,99,,,,,,,,,,,6,1574.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34217,1638,1497,,27,,,,,,checkmate,C01,French Defense: Exchange Variation,C,54,,,,,,,,,,,141,1568.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34218,1605,1403,,23,,,,,,resignation,C50,Giuoco Piano,C,46,,,,,,,,,,,202,1504.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34219,1705,1348,,45,,,,,,resignation,A10,English Opening: Anglo-Scandinavian Defense,A,90,,,,,,,,,,,357,1526.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34220,1691,1335,,21,,,,,,resignation,B01,Scandinavian Defense: Modern Variation #2,B,42,,,,,,,,,,,356,1513.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34221,1253,1679,,29,,,,,,resignation,B20,Sicilian Defense,B,58,,,,,,,,,,,-426,1466.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34222,1238,1811,,26,,,,,,checkmate,B54,Sicilian Defense #2,B,53,,,,,,,,,,,-573,1524.0,Intermediate,Advanced,,1.0,2,lichess_csv,False
34223,1806,1199,,23,,,,,,resignation,C41,Philidor Defense #3,C,47,,,,,,,,,,,607,1502.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34224,1200,1802,,27,,,,,,checkmate,B20,Sicilian Defense,B,54,,,,,,,,,,,-602,1501.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34225,1258,1793,,52,,,,,,checkmate,B20,Sicilian Defense: Brick Variation,B,104,,,,,,,,,,,-535,1526.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34226,1706,1287,,49,,,,,,draw,C50,Four Knights Game: Italian Variation,C,99,,,,,,,,,,,419,1496.0,Advanced,Intermediate,,,1,lichess_csv,False
34227,1782,1325,,40,,,,,,resignation,C46,Four Knights Game: Italian Variation,C,81,,,,,,,,,,,457,1554.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34228,1770,1321,,28,,,,,,resignation,B01,Scandinavian Defense: Mieses-Kotroc Variation,B,57,,,,,,,,,,,449,1546.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34229,1387,1739,,29,,,,,,checkmate,D00,Queen's Pawn Game,D,58,,,,,,,,,,,-352,1563.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34230,1697,1405,,16,,,,,,resignation,C41,Philidor Defense #3,C,33,,,,,,,,,,,292,1551.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34231,1687,1108,,32,,,,,,checkmate,C00,Queen's Pawn Game: Franco-Sicilian Defense,C,65,,,,,,,,,,,579,1398.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34232,1200,1670,,40,,,,,,resignation,D00,Queen's Pawn Game,D,80,,,,,,,,,,,-470,1435.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34233,1624,1620,,16,,,,,,resignation,C21,Danish Gambit Accepted,C,33,,,,,,,,,,,4,1622.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34234,1325,1620,,3,,,,,,resignation,C24,Bishop's Opening: Berlin Defense,C,6,,,,,,,,,,,-295,1472.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34235,1677,1620,,35,,,,,,checkmate,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,C,71,,,,,,,,,,,57,1648.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34236,1595,1416,,32,,,,,,checkmate,C00,French Defense: Normal Variation,C,65,,,,,,,,,,,179,1506.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34237,1292,1500,,47,,,,,,checkmate,A00,Van't Kruijs Opening,A,94,,,,,,,,,,,-208,1396.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34238,1325,1087,,43,,,,,,checkmate,A02,Bird Opening,A,86,,,,,,,,,,,238,1206.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34239,1033,1263,,23,,,,,,checkmate,B00,Duras Gambit,B,46,,,,,,,,,,,-230,1148.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34240,1500,1501,,86,,,,,,resignation,A13,English Opening: Agincourt Defense,A,172,,,,,,,,,,,-1,1500.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34241,1521,1500,,23,,,,,,checkmate,A04,Zukertort Opening: Slav Invitation,A,47,,,,,,,,,,,21,1510.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34242,1490,1672,,42,,,,,,resignation,C64,Ruy Lopez: Classical Variation,C,84,,,,,,,,,,,-182,1581.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34243,828,1192,,17,,,,,,checkmate,A00,Saragossa Opening,A,34,,,,,,,,,,,-364,1010.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34244,1245,906,,3,,,,,,timeout,C00,French Defense: Queen's Knight,C,7,,,,,,,,,,,339,1076.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34245,1090,837,,2,,,,,,resignation,B00,Barnes Defense,B,5,,,,,,,,,,,253,964.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34246,1576,910,,7,,,,,,resignation,A00,Van't Kruijs Opening,A,15,,,,,,,,,,,666,1243.0,Advanced,Beginner,,1.0,2,lichess_csv,False
34247,838,1642,,22,,,,,,resignation,A00,Van't Kruijs Opening,A,44,,,,,,,,,,,-804,1240.0,Beginner,Advanced,,0.0,0,lichess_csv,False
34248,1317,920,,19,,,,,,resignation,B07,Pirc Defense #4,B,39,,,,,,,,,,,397,1118.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34249,1500,850,,26,,,,,,resignation,A06,Zukertort Opening: Tennison Gambit,A,53,,,,,,,,,,,650,1175.0,Advanced,Beginner,,1.0,2,lichess_csv,False
34250,1497,924,,9,,,,,,resignation,B07,Pirc Defense #4,B,19,,,,,,,,,,,573,1210.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34251,1500,848,,4,,,,,,checkmate,B00,Barnes Defense,B,9,,,,,,,,,,,652,1174.0,Advanced,Beginner,,1.0,2,lichess_csv,False
34252,1129,954,,3,,,,,,checkmate,B00,St. George Defense,B,7,,,,,,,,,,,175,1042.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34253,996,1108,,22,,,,,,checkmate,A00,Mieses Opening: Reversed Rat,A,44,,,,,,,,,,,-112,1052.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34254,1233,1391,,1,,,,,,timeout,C20,King's Pawn Game,C,2,,,,,,,,,,,-158,1312.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34255,1260,1211,,15,,,,,,timeout,C00,French Defense: La Bourdonnais Variation,C,30,,,,,,,,,,,49,1236.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34256,1300,1064,,1,,,,,,timeout,C20,King's Pawn Game,C,2,,,,,,,,,,,236,1182.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34257,1344,1325,,37,,,,,,timeout,C20,English Opening: The Whale,C,75,,,,,,,,,,,19,1334.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34258,1350,1566,,40,,,,,,checkmate,C30,King's Gambit,C,80,,,,,,,,,,,-216,1458.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34259,1367,1533,,17,,,,,,checkmate,C34,King's Gambit Accepted |  Schallopp Defense,C,34,,,,,,,,,,,-166,1450.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34260,1526,1388,,14,,,,,,checkmate,C48,Four Knights Game: Ranken Variation,C,29,,,,,,,,,,,138,1457.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34261,1373,1530,,7,,,,,,draw,C30,King's Gambit Declined |  Keene Defense,C,14,,,,,,,,,,,-157,1452.0,Intermediate,Advanced,,,1,lichess_csv,False
34262,1365,1445,,8,,,,,,draw,B01,Scandinavian Defense,B,17,,,,,,,,,,,-80,1405.0,Intermediate,Intermediate,,,1,lichess_csv,False
34263,1180,1341,,12,,,,,,resignation,C20,King's Pawn Game: Leonardis Variation,C,24,,,,,,,,,,,-161,1260.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34264,1310,1189,,38,,,,,,resignation,C30,King's Gambit,C,76,,,,,,,,,,,121,1250.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34265,1763,1318,,31,,,,,,timeout,C24,Bishop's Opening: Berlin Defense,C,63,,,,,,,,,,,445,1540.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34266,1582,1769,,57,,,,,,checkmate,A21,English Opening: King's English Variation |  Reversed Sicilian,A,115,,,,,,,,,,,-187,1676.0,Advanced,Advanced,,1.0,2,lichess_csv,False
34267,1375,1473,,46,,,,,,checkmate,C00,French Defense: Knight Variation,C,92,,,,,,,,,,,-98,1424.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34268,1300,1375,,37,,,,,,checkmate,C40,King's Pawn Game: Busch-Gass Gambit,C,75,,,,,,,,,,,-75,1338.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34269,1368,1484,,31,,,,,,timeout,C42,Russian Game: Urusov Gambit,C,62,,,,,,,,,,,-116,1426.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34270,1484,1303,,28,,,,,,resignation,C24,Bishop's Opening: Berlin Defense,C,57,,,,,,,,,,,181,1394.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34271,1368,1484,,21,,,,,,checkmate,C40,King's Pawn Game: Busch-Gass Gambit,C,43,,,,,,,,,,,-116,1426.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34272,1720,1500,,1,,,,,,timeout,A01,Nimzo-Larsen Attack: Modern Variation,A,2,,,,,,,,,,,220,1610.0,Advanced,Advanced,,0.0,0,lichess_csv,False
34273,1461,828,,1,,,,,,resignation,C20,King's Pawn Game,C,2,,,,,,,,,,,633,1144.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34274,830,1460,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-630,1145.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34275,1459,832,,1,,,,,,resignation,C00,French Defense #2,C,2,,,,,,,,,,,627,1146.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34276,1442,834,,1,,,,,,resignation,C00,French Defense #2,C,2,,,,,,,,,,,608,1138.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34277,835,1754,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-919,1294.0,Beginner,Advanced,,0.0,0,lichess_csv,False
34278,1376,838,,1,,,,,,resignation,A00,Anderssen Opening,A,2,,,,,,,,,,,538,1107.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34279,842,1374,,1,,,,,,resignation,A40,Queen's Pawn,A,2,,,,,,,,,,,-532,1108.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34280,1373,846,,1,,,,,,resignation,A00,Ware Opening,A,2,,,,,,,,,,,527,1110.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34281,850,1371,,1,,,,,,resignation,A40,Borg Defense: Borg Gambit,A,2,,,,,,,,,,,-521,1110.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34282,1369,854,,1,,,,,,resignation,A00,Ware Opening,A,2,,,,,,,,,,,515,1112.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34283,858,1368,,1,,,,,,resignation,A40,Queen's Pawn,A,2,,,,,,,,,,,-510,1113.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34284,1366,863,,1,,,,,,resignation,A00,Ware Opening,A,2,,,,,,,,,,,503,1114.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34285,868,1364,,1,,,,,,resignation,A40,Queen's Pawn,A,2,,,,,,,,,,,-496,1116.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34286,1362,873,,1,,,,,,resignation,A00,Van Geet Opening,A,2,,,,,,,,,,,489,1118.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34287,878,1361,,1,,,,,,resignation,A40,Englund Gambit,A,2,,,,,,,,,,,-483,1120.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34288,1359,884,,1,,,,,,resignation,E00,Amar Opening,E,2,,,,,,,,,,,475,1122.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34289,890,1357,,1,,,,,,resignation,A40,Mikenas Defense,A,2,,,,,,,,,,,-467,1124.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34290,1355,897,,1,,,,,,resignation,A00,Van Geet Opening: Reversed Nimzowitsch,A,2,,,,,,,,,,,458,1126.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34291,904,1353,,1,,,,,,resignation,C20,King's Pawn Game,C,2,,,,,,,,,,,-449,1128.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34292,1351,912,,1,,,,,,resignation,A04,Zukertort Opening: Ross Gambit,A,2,,,,,,,,,,,439,1132.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34293,920,1348,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-428,1134.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34294,1346,930,,1,,,,,,resignation,A00,Van't Kruijs Opening,A,2,,,,,,,,,,,416,1138.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34295,940,1343,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-403,1142.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34296,1341,952,,1,,,,,,resignation,A00,Van't Kruijs Opening,A,2,,,,,,,,,,,389,1146.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34297,965,1338,,1,,,,,,resignation,C20,King's Pawn Game,C,2,,,,,,,,,,,-373,1152.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34298,1335,981,,1,,,,,,resignation,B01,Scandinavian Defense,B,2,,,,,,,,,,,354,1158.0,Intermediate,Beginner,,1.0,2,lichess_csv,False
34299,981,1335,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-354,1158.0,Beginner,Intermediate,,0.0,0,lichess_csv,False
34300,1332,1001,,1,,,,,,resignation,B00,Hippopotamus Defense #2,B,2,,,,,,,,,,,331,1166.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34301,1025,1328,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-303,1176.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34302,1324,1058,,1,,,,,,resignation,B00,Nimzowitsch Defense,B,2,,,,,,,,,,,266,1191.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34303,1106,1319,,1,,,,,,resignation,D00,Queen's Pawn Game,D,2,,,,,,,,,,,-213,1212.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34304,1319,1106,,1,,,,,,resignation,C00,French Defense #2,C,2,,,,,,,,,,,213,1212.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34305,1197,1312,,1,,,,,,resignation,A00,Mieses Opening: Reversed Rat,A,2,,,,,,,,,,,-115,1254.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34306,1302,1500,,1,,,,,,resignation,C00,French Defense #2,C,2,,,,,,,,,,,-198,1401.0,Intermediate,Advanced,,1.0,2,lichess_csv,False
34307,1420,1443,,40,,,,,,resignation,C65,Ruy Lopez: Berlin Defense #2,C,80,,,,,,,,,,,-23,1432.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34308,1429,1461,,37,,,,,,resignation,D30,Queen's Gambit Declined,D,75,,,,,,,,,,,-32,1445.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34309,1384,1447,,47,,,,,,resignation,D30,Queen's Gambit Declined: Vienna Variation,D,94,,,,,,,,,,,-63,1416.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34310,1490,1463,,18,,,,,,resignation,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,C,37,,,,,,,,,,,27,1476.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34311,1370,1487,,24,,,,,,resignation,C44,King's Knight Opening: Normal Variation,C,48,,,,,,,,,,,-117,1428.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34312,1464,1425,,41,,,,,,resignation,A21,English Opening: King's English Variation |  Reversed Sicilian,A,82,,,,,,,,,,,39,1444.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34313,1506,1294,,72,,,,,,checkmate,A21,English Opening: King's English Variation |  Reversed Sicilian,A,144,,,,,,,,,,,212,1400.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34314,1499,1364,,38,,,,,,resignation,A21,English Opening: King's English Variation |  Reversed Sicilian,A,77,,,,,,,,,,,135,1432.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34315,1487,1527,,79,,,,,,checkmate,A21,English Opening: King's English Variation |  Reversed Sicilian,A,159,,,,,,,,,,,-40,1507.0,Intermediate,Advanced,,1.0,2,lichess_csv,False
34316,1476,1452,,38,,,,,,checkmate,A13,English Opening: Agincourt Defense,A,77,,,,,,,,,,,24,1464.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34317,1467,1408,,40,,,,,,resignation,A10,English Opening: Great Snake Variation,A,81,,,,,,,,,,,59,1438.0,Intermediate,Intermediate,,1.0,2,lichess_csv,False
34318,1489,1453,,28,,,,,,checkmate,A01,Nimzo-Larsen Attack: Dutch Variation,A,56,,,,,,,,,,,36,1471.0,Intermediate,Intermediate,,0.0,0,lichess_csv,False
34319,1510,1346,,41,,,,,,timeout,A21,English Opening: King's English Variation |  Reversed Sicilian,A,83,,,,,,,,,,,164,1428.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34320,1206,1517,,14,,,,,,resignation,C62,Ruy Lopez: Steinitz Defense,C,28,,,,,,,,,,,-311,1362.0,Intermediate,Advanced,,0.0,0,lichess_csv,False
34321,1487,1542,,22,,,,,,checkmate,A10,English Opening: Anglo-Scandinavian Defense,A,45,,,,,,,,,,,-55,1514.0,Intermediate,Advanced,,1.0,2,lichess_csv,False
34322,1524,1436,,27,,,,,,checkmate,A22,English Opening: King's English Variation |  Two Knights Variation,A,55,,,,,,,,,,,88,1480.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34323,1519,1288,,66,,,,,,checkmate,A13,English Opening: Agincourt Defense,A,133,,,,,,,,,,,231,1404.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34324,1545,1498,,79,,,,,,timeout,A01,Nimzo-Larsen Attack: Symmetrical Variation,A,158,,,,,,,,,,,47,1522.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34325,1538,1423,,31,,,,,,resignation,A21,English Opening: King's English Variation |  Reversed Sicilian,A,63,,,,,,,,,,,115,1480.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34326,1568,1408,,28,,,,,,checkmate,A01,Nimzo-Larsen Attack: Modern Variation #3,A,56,,,,,,,,,,,160,1488.0,Advanced,Intermediate,,0.0,0,lichess_csv,False
34327,1563,1351,,43,,,,,,checkmate,A21,English Opening: King's English Variation |  Reversed Sicilian,A,87,,,,,,,,,,,212,1457.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34328,1554,1479,,14,,,,,,resignation,A11,English Opening: Caro-Kann Defensive System,A,29,,,,,,,,,,,75,1516.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34329,1559,1451,,24,,,,,,checkmate,A34,English Opening: Symmetrical Variation |  Normal Variation,A,49,,,,,,,,,,,108,1505.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
34330,1551,1459,,8,,,,,,resignation,A34,English Opening: Symmetrical Variation |  Normal Variation,A,17,,,,,,,,,,,92,1505.0,Advanced,Intermediate,,1.0,2,lichess_csv,False
