event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san,eco_code,opening_name,eco_family,total_half_moves,white_acl,black_acl,white_blunders,black_blunders,white_mistakes,black_mistakes,final_eval,max_white_advantage,max_black_advantage,game_sharpness,elo_gap,avg_elo,elo_bucket_white,elo_bucket_black,acl_gap,winner_binary,winner_multiclass
21414,2656,2492,1-0,26,True,False,kingside,none,13,resignation,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nge7 Nc3 d6 a3 Bd7 Bb3 h6 d4 Nxd4 Nxd4 exd4 Qxd4 Be6 Nd5 b5 c4 c6 Nf4 c5 Qc3 Nc6 Nxe6 fxe6 cxb5 Nd4 Be3 Nxb3 Qxb3 Kf7 O-O Rb8 a4 axb5 axb5 Qb6 Bd2 Qxb5 Ra7+ Be7 Qf3+ Ke8 Qg4 Rb7 Ra8+ Rb8 Qxg7,C70,"Ruy Lopez: Morphy Defense, Cozio Defense",C,53,20.5,41.0,0,0,0,5,444,491,-1,137.29,164,2574.0,Master,Expert,-20.5,1.0,2
21416,2260,2354,1/2-1/2,26,True,True,kingside,kingside,18,draw,c4 f5 Nc3 Nf6 g3 g6 Nf3 Bg7 Bg2 O-O O-O d6 d4 Qe8 Re1 Qf7 e4 fxe4 Nxe4 Nxe4 Rxe4 Nc6 Rf4 Qxc4 Rxf8+ Kxf8 Be3 Bf5 b3 Qb5 d5 Nb4 Nd4 Qd3 Nxf5 Qxf5 Rc1 Nxa2 Rxc7 Nc3 Qf3 Qxf3 Bxf3 Bf6 Rxb7 a5 Ra7 Rxa7 Bxa7 a4 bxa4 Nxa4 Kf1,A10,English Opening: Anglo-Dutch Defense,A,53,19.0,14.42,0,0,0,0,16,62,-10,20.14,-94,2307.0,Expert,Expert,4.58,,1
21417,2360,2647,0-1,43,True,True,kingside,kingside,15,resignation,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 cxd5 exd5 Bg5 h6 Bh4 c5 Bxf6 Qxf6 e3 O-O Be2 Nc6 O-O Be6 Nb5 c4 Nc7 Rac8 Nxe6 fxe6 Qc2 Bd6 Rad1 b5 g3 b4 Nh4 Ne7 e4 Bc7 e5 Qf7 f4 Bb6 Bg4 Nc6 Nf3 a5 Kg2 Rce8 Qa4 Ne7 Nh4 Ng6 Nf3 Ne7 Nh4 Ng6 Nf3 Nxf4+ gxf4 Qg6 Kg3 h5 h3 Bd8 Qd7 hxg4 hxg4 Re7 Qc6 Ref7 Nh2 Qh6 g5 Bxg5 fxg5 Qxg5+ Kh3 Qe3+ Kh4 g5+ Kg4 Rf4+ Rxf4 Rxf4+ Kh5 Qh3+,D38,Queen's Gambit Declined: Ragozin Defense,D,86,73.77,89.11,5,2,1,2,-127,32,-918,222.25,-287,2504.0,Expert,Master,-15.34,0.0,0
21418,1858,2036,0-1,48,True,True,kingside,kingside,19,resignation,Nf3 d5 g3 Nf6 Bg2 e6 O-O b6 c4 c6 d4 Bb7 b3 Be7 Bb2 Nbd7 Nbd2 O-O Ne5 Qc7 Rc1 dxc4 Nxd7 Qxd7 Nxc4 c5 Ne5 Qc7 Nf3 Rad8 b4 c4 Qa4 Bd5 b5 Qb7 Bh3 Rc8 Nd2 Rc7 f3 Rfc8 Bc3 Qa8 Rb1 Rd8 Qc2 Bb7 e4 a5 a4 Bb4 Rbd1 Qb8 Rfe1 Qc8 d5 Nxd5 exd5 Bxd5 Bg2 Rcd7 Kh1 f6 Nb1 e5 Qf5 Bf7 Rxd7 Rxd7 Bh3 Be8 Qe6+ Kf8 Qf5 Qd8 Qxh7 Rd1 Bxb4+ axb4 Qe4 Bg6 Qe2 Bc2 Rxd1 Qxd1+ Bf1 Qxe2 Bxe2 c3 Nxc3 bxc3 a5 Bb3 Bd1 Bxd1,A07,King's Indian Attack,A,96,450.31,43.64,6,2,1,3,-5525,312,-10975,1252.26,-178,1947.0,Advanced,Expert,406.67,0.0,0
21419,2397,2447,0-1,31,True,True,queenside,kingside,13,resignation,e4 c6 d4 d5 f3 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 dxe4 Qe2 exf3 Nxf3 Nf6 O-O-O O-O Qe1 b6 Ne5 a5 Bd3 Ba6 Rf1 Nd5 Bxa6 Nxa6 Bd2 c5 Qg3 Qc7 c4 cxd4 Kb1 Ne7 Bf4 Qb7 Ng4 Nf5 Qe1 Nc5 Nf2 Qxg2 Rg1 Qf3 Be5 f6 Bxd4 Nxd4 Rxd4 Qf5+ Ka1 a4 Ne4 a3 b4 Qe5 Qe3 Rad8 Rd1 Nxe4,B12,Caro-Kann Defense: Maróczy Variation,B,62,117.67,21.12,3,0,5,0,-951,63,-1864,308.33,-50,2422.0,Expert,Expert,96.55,0.0,0
21420,1635,2177,0-1,26,True,True,queenside,queenside,11,resignation,e4 e5 Nf3 Nc6 Bb5 f5 exf5 e4 Qe2 Qe7 Bxc6 dxc6 Nd4 Qe5 Ne6 Bxe6 fxe6 Nf6 d3 Qxe6 Nd2 O-O-O f3 e3 Ne4 Qe5 c3 Qb5 d4 Qf5 Ng3 Qg6 Bxe3 Re8 O-O-O Nd5 Ne4 Bd6 g3 Qh5 g4 Qh3 Rd3 Rhf8 Ng5 Qh6 Nf7 Rxe3 Rxe3 Rxf7 Re1 Nxe3,C63,"Ruy Lopez: Schliemann Defense, Jaenisch Gambit Accepted",C,52,76.5,18.5,2,0,2,1,-874,110,-874,233.0,-542,1906.0,Advanced,Expert,58.0,0.0,0
21421,2701,2647,0-1,34,True,True,queenside,kingside,17,resignation,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 c4 Ba6 b3 f6 g3 fxe5 Bg2 Nf6 Bb2 Qe6 Nd2 Bc5 O-O-O O-O f4 exf4 Qxe6+ dxe6 Bxc6 Rad8 gxf4 Be3 Ba3 Ng4 Bxf8 Kxf8 Rhe1 Bxf4 Re2 g5 h4 gxh4 Rxe6 Bc8 Re2 Bg5 Rh1 Kg7 Be4 Rd4 Bg2 h5 Rhe1 Bf5 c5 Rd3 c6 h3 Bxh3 Rxh3 Kb2 Ne3 Rg1 Bg4,C45,Scotch Game: Schmidt Variation,C,68,47.44,18.92,3,0,1,0,-413,59,-494,140.78,54,2674.0,Master,Master,28.52,0.0,0
21422,2327,2473,0-1,40,True,True,kingside,kingside,16,resignation,g3 g6 Bg2 Bg7 c4 Nf6 Nc3 O-O Nf3 d6 O-O a6 d3 c5 a3 Nc6 Rb1 Rb8 b4 cxb4 axb4 b5 cxb5 axb5 d4 Bf5 Rb3 Ne4 Bb2 d5 Nxe4 Bxe4 Ne1 Bxg2 Nxg2 Qd6 Nf4 Rfd8 e3 e5 dxe5 Bxe5 Bxe5 Qxe5 Re1 Qe4 Nd3 Rbc8 f3 Qf5 Kg2 Qf6 Re2 Ne7 Nc5 Nf5 Rd3 d4 exd4 Rxd4 Rxd4 Nxd4 Rd2 Nf5 Qe2 Qc3 Rb2 Ne3+ Kh3 Qe5 g4 Rc6 Nd3 Qd4 Kg3 Re6 Nf4 Qe5 h4 Rf6,A00,Hungarian Opening: Symmetrical Variation,A,80,46.14,18.62,3,0,0,1,-687,44,-687,155.55,-146,2400.0,Expert,Expert,27.52,0.0,0
21423,2069,2118,0-1,39,True,True,kingside,kingside,10,resignation,e4 c5 Nf3 d6 Bb5+ Nd7 O-O g6 c4 Bg7 Nc3 a6 Bxd7+ Bxd7 h3 e5 d3 Ne7 Be3 O-O Qd2 f5 Bg5 Qe8 Bxe7 Qxe7 Nd5 Qd8 Qe2 Be6 Rad1 Rf7 b3 Kh8 Rd2 Bh6 Rdd1 Bg7 Rd2 h5 Nh2 Bh6 Rdd1 f4 Kh1 Kh7 Rfe1 Qa5 Rf1 Raf8 f3 Rg8 Rb1 g5 b4 cxb4 Nxb4 Qd8 Nd5 g4 hxg4 Bg5 d4 Bh4 dxe5 dxe5 Rfd1 Qg5 Rd3 Bg3 Kg1 Qh4 Nf1 hxg4 Rb6 Rg6 c5 Rh6,B50,Sicilian Defense: Modern Variations,B,78,85.45,19.46,3,0,2,0,-1436,75,-1462,260.11,-49,2094.0,Expert,Expert,65.99,0.0,0
21424,2722,2622,1-0,39,True,False,kingside,none,19,resignation,Nf3 d5 c4 c6 d4 Nf6 Nc3 a6 e3 b5 b3 Bf5 Bd3 e6 O-O Nbd7 Bxf5 exf5 Ne5 Bd6 f4 Rc8 Qf3 b4 Na4 Ne4 Nxd7 Kxd7 a3 a5 Nc5+ Bxc5 dxc5 Ke6 axb4 axb4 Rd1 Ra8 Bb2 Rxa1 Bxa1 f6 cxd5+ cxd5 Bd4 Qd7 Ra1 Qb5 g4 h5 gxf5+ Kxf5 Ra7 Rh7 Be5 Qxc5 Qh3+ Kg6 Rc7 Qa5 f5+ Kh6 Bf4+ g5 fxg6+ Kxg6 Qg2+ Ng5 Rc1 Kf7 Bxg5 fxg5 Qg3 Rg7 Qe5 Kg6 Rc6+ Kh7 Qf5+,A09,Réti Opening,A,79,29.61,54.89,1,3,3,4,563,782,-25,168.81,100,2672.0,Master,Master,-25.28,1.0,2
21425,2108,1740,1-0,31,True,True,kingside,kingside,14,resignation,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O Ngf6 Re1 g6 d4 cxd4 Qxd4 Bg7 Nc3 O-O h3 Nb6 Rb1 Rc8 Qe3 Nfd7 Re2 Nc5 Nd5 Nc4 Qg5 Re8 Qh4 Nb6 Bg5 Nxd5 exd5 f6 Bh6 e5 dxe6 Rxe6 Rxe6 Nxe6 Bxg7 Kxg7 Qe4 Nc5 Qd5 Qd7 Rd1 Rd8 Nd4 a6 b4 Qf7 Qf3 Na4 Qb3 Qxb3 cxb3 Nc3 Rc1 Rc8 Kf1,B50,Sicilian Defense: Modern Variations,B,63,25.5,38.0,1,1,0,1,355,355,-69,99.09,368,1924.0,Expert,Advanced,-12.5,1.0,2
21426,2393,2472,1/2-1/2,26,True,True,kingside,kingside,16,draw,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Qc7 Be2 Nc6 O-O Nf6 Kh1 Be7 f4 d6 Be3 O-O Qe1 Nxd4 Bxd4 b5 a3 Bb7 Bd3 Nd7 Qg3 Bf6 Bxf6 Nxf6 Rad1 Nd7 Qh3 Nc5 f5 exf5 exf5 f6 b4 Nxd3 Qxd3 Qc6 Nd5 Qxd5 Qxd5+ Bxd5 Rxd5 Rfc8 Rxd6 Rxc2 h3,B43,"Sicilian Defense: Kan Variation, Knight Variation",B,53,15.5,10.8,0,0,1,0,21,66,-73,29.44,-79,2432.0,Expert,Expert,4.7,,1
21427,2274,2455,0-1,43,True,True,kingside,kingside,20,resignation,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O e4 d5 exd5 Nxd5 c3 c5 dxc5 Qc7 Bc4 Qxc5 Qb3 Nb6 Be3 Qc7 Bxb6 axb6 O-O Nc6 Be2 Be6 Nc4 Ra6 Qc2 Bf5 Qc1 Raa8 Na3 e5 Qe3 Qe7 Qxb6 e4 Nd4 Nxd4 cxd4 e3 Nc4 exf2+ Rxf2 Ra6 Qc5 Qxc5 dxc5 Bd4 Kf1 Bxc5 Rf3 Re6 Rb3 Rf6 Bf3 b5 Ne5 Re8 Re1 Rfe6 g4 Bc2 Rc3 Bb4 Rxc2 Bxe1 Nd7 Bh4 g5 Bxg5 Rc5 Bh4 Rxb5 Rd6 Rb4 Re1+ Kg2 Rxd7 Rxh4 Rd2+ Kg3 Rg1+,A48,Torre Attack: Fianchetto Defense,A,86,36.31,28.0,3,1,4,1,-635,59,-690,160.87,-181,2364.0,Expert,Expert,8.31,0.0,0
21428,2036,2180,1/2-1/2,69,True,True,kingside,kingside,27,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Bc4 Nc6 Be3 Bg7 Qd2 Ng4 Nxc6 bxc6 O-O Nxe3 Qxe3 O-O Rab1 Qa5 h3 Bb7 Rfd1 Rfd8 b4 Qc7 Bb3 Rdc8 a4 e6 Qd3 d5 exd5 cxd5 Nb5 Qe7 Qg3 Ba6 Nd4 Bc4 b5 Bxd4 Rxd4 Bxb3 Qxb3 Qc5 Rd2 Rab8 Qb4 Qxb4 Rxb4 a6 b6 a5 Rb5 Rc6 Rxa5 Rcxb6 Ra7 R6b7 Ra5 Rb1+ Kh2 Ra1 c3 Rb3 Rc2 Rba3 c4 Rxa4 Rc5 Rxc4 R5xc4 dxc4 Rxc4 h5 g3 Kg7 Kg2 g5 Rb4 Ra2 Rc4 f5 Rb4 Kf6 h4 g4 Rc4 Ra6 Rb4 e5 Rc4 Re6 Rb4 e4 Rb5 Ra6 Kf1 Kg6 Rc5 Rf6 Kg2 Ra6 Rb5 Rd6 Kf1 Rf6 Kg2 f4 Rg5+ Kh6 gxf4 Rxf4 Re5 Rf3 Rxe4 Rh3 Rf4 Rxh4 f3 Kg5 Rf8 Rh3 fxg4 hxg4 Rg8+ Kf5 Rf8+ Kg6 Rg8+ Kf5 Rf8+ Ke5,B70,Sicilian Defense: Dragon Variation,B,138,14.25,19.08,0,0,2,1,0,64,-127,46.89,-144,2108.0,Expert,Expert,-4.83,,1
21429,2307,2505,0-1,25,True,True,kingside,kingside,12,resignation,d4 d6 e4 Nf6 Nc3 g6 Nf3 Bg7 Be2 O-O O-O a6 a4 Nc6 d5 Nb4 a5 e6 h3 exd5 exd5 c6 Bc4 Bf5 Nd4 Bd7 dxc6 bxc6 Bb3 c5 Nde2 d5 Bg5 Bc6 Re1 h6 Bh4 Re8 Ba4 d4 Nb1 Bxa4 Rxa4 d3 Rxb4 dxc2 Qxd8 Raxd8 Bxf6 Rxe2,A41,Queen's Pawn Game,A,50,81.41,7.0,3,0,1,0,-1100,68,-1193,275.73,-198,2406.0,Expert,Master,74.41,0.0,0
21430,1874,1777,1-0,31,True,False,queenside,none,12,resignation,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 g6 Nc3 Bg7 Bd2 d6 O-O-O Bd7 f3 Nge7 g4 Nc8 Nd5 Nb6 h4 Ne5 Bc3 Rg8 Nh3 h6 Nhf4 c6 Nxb6 axb6 Kb1 Qc7 Bd4 Be6 Nxe6 fxe6 Bxb6 Qe7 Bd4 Kd7 Bc5 Nf7 Qb3 b5 c4 Rgb8 cxb5 Kc8 Bd4 Bxd4 Rxd4 c5 Ra4 Nd8 Rxa8 Rxa8 Qc3 Qa7 Bc4 Qf7 Rd1 Nb7 Qh8+,C22,Center Game: Paulsen Attack Variation,C,63,17.85,62.21,0,2,0,2,992,992,-16,192.3,97,1826.0,Advanced,Advanced,-44.36,1.0,2
21431,2395,2430,1-0,39,True,True,kingside,kingside,14,resignation,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Nf6 O-O e5 Nb3 Nc6 c4 a5 Nc3 a4 Nd2 a3 Nd5 h6 Nb3 axb2 Bxb2 Ba3 Bc3 d6 f4 Nd7 Kh1 Ne7 Qe1 O-O Qg3 Kh8 Rae1 b6 Nd2 Bc5 Ra1 Ra7 a4 Nxd5 cxd5 Bd4 Bxd4 exd4 Nf3 Nc5 Nxd4 Rxa4 Nc6 Qd7 Rxa4 Nxa4 f5 Nc5 f6 g6 Bc2 Re8 Qh4 Kh7 Rf4 Ba6 Qg3 Be2 Rh4 h5 Qe3 Bg4 h3 Bf5 Qg5 Nxe4 Rxh5+ Kg8 Rh8+,B42,"Sicilian Defense: Kan Variation, Modern Variation",B,79,120.58,44.9,2,3,2,4,-268,1705,-268,206.79,-35,2412.0,Expert,Expert,75.68,1.0,2
21432,1856,1822,1-0,36,True,True,kingside,kingside,20,resignation,d4 d5 c4 c6 Nc3 g6 cxd5 cxd5 Bf4 Nf6 e3 a6 Qb3 Nc6 Nf3 b5 Ne5 Na5 Qc2 Bb7 Nxb5 Rc8 Qa4 Nc6 Na7 Qa5+ Qxa5 Nxa5 Nxc8 Bxc8 b4 Nc4 Nxc4 dxc4 Bxc4 Bg7 b5 axb5 Bxb5+ Nd7 O-O O-O Rfc1 Nb6 Be5 f6 Bc7 Nd5 a4 Nxc7 Rxc7 e5 a5 exd4 a6 Bxa6 Rxa6 Rb8 Bc4+ Kh8 g3 dxe3 fxe3 h5 Raa7 Kh7 h4 Rh8 Rxg7+ Kh6 Bd3 f5 Bc4,D10,Slav Defense,D,73,75.15,267.38,2,8,0,1,1085,5254,9,682.27,34,1839.0,Advanced,Advanced,-192.23,1.0,2
21433,2374,2162,1-0,49,True,True,kingside,kingside,17,resignation,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 e3 Nbd7 Bd3 dxc4 Bxc4 b5 Bd3 Bb7 a3 Bd6 O-O O-O Qc2 a6 b4 e5 Ne4 Nxe4 Bxe4 h6 Bb2 Qe7 Rfd1 Rac8 Bh7+ Kh8 Bf5 exd4 Rxd4 c5 Rxd6 Qxd6 Rd1 Bd5 Qd2 cxb4 axb4 Rc4 e4 Rd8 exd5 Nf6 Qe3 Kg8 Be5 Nxd5 Qa7 Qxb4 Be6 Qf8 Bxd5 Rxd5 Re1 Qc8 h3 b4 Bb2 a5 Re7 Qf5 Qb8+ Rc8 Qb7 Rc2 Qa8+ Kh7 Be5 Rd1+ Kh2 Rcc1 Re8 Rh1+ Kg3 Qg6+ Kf4 Rc4+ Ke3 Qb6+ Kd3 Rc3+ Bxc3 Qb5+ Ke3 bxc3 Rh8+ Kg6 Qe4+ Kf6 Qf4+ Qf5 Qd4+,D43,Semi-Slav Defense,D,99,94.0,236.75,3,7,7,6,6004,6004,-143,851.56,212,2268.0,Expert,Expert,-142.75,1.0,2
21434,2381,2551,1/2-1/2,52,True,True,queenside,kingside,10,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Be7 O-O-O O-O f4 Nxd4 Qxd4 Qa5 Kb1 Rd8 Qd2 Bd7 Bd3 h6 Bxf6 Bxf6 Nd5 Qxd2 Nxf6+ gxf6 Rxd2 Bc6 Re1 Kf8 Re3 Ke7 Rh3 Rh8 Rf2 h5 f5 Rag8 Rhf3 Rh6 c4 Rg4 Rf4 Rg5 Rh4 a5 g3 Kf8 Kc2 Kg7 Kd2 Rh8 b3 Rd8 a4 Rh8 Rhf4 Rh6 Rh4 Bd7 Ke3 Kf8 Rff4 Ke7 Rh3 Kd8 Rhh4 Kc7 Rf2 Rg8 Be2 Rgh8 Kd4 b6 Bd1 Bc6 Bc2 Kd7 Bd1 Ke7 Bc2 Bd7 Bd1 Kd8 Be2 Bc6 Bf3 Ke7 Be2 Bd7 Bd1 Kd8 Be2 Bc6 Bf3 Kc7 Be2 Kd7 Bd1,B56,Sicilian Defense: Classical Variation,B,105,16.48,12.52,0,0,0,0,0,89,-51,30.06,-170,2466.0,Expert,Master,3.96,,1
21435,2246,2393,1/2-1/2,45,True,True,queenside,queenside,23,draw,e4 d6 d4 Nf6 Nc3 e5 Nf3 Nbd7 g4 Nxg4 Rg1 Ngf6 Bc4 h6 Be3 c6 dxe5 dxe5 Qe2 b5 Bb3 Qa5 O-O-O Ba6 Qe1 b4 Nb1 Nc5 Bxc5 Qxc5 Nh4 Bb5 f4 exf4 e5 Nd5 e6 O-O-O exf7 Qe3+ Qxe3 fxe3 Bxd5 cxd5 Ng6 Rh7 Rxd5 Rxd5 Nxf8 Rf5 Nxh7 Rxf7 Re1 e2 Kd2 g6 c3 Rxh7 cxb4 Rd7+ Kc1 Re7 Nc3 Bc4 b3 Ba6 b5 Bb7 Rxe2 Rxe2 Nxe2 Kd7 Kd2 Ke6 Ke3 Ke5 a4 g5 a5 Kd5 Nd4 Kc5 Nf5 h5 b6 a6 Ng7 Kb5 Nxh5 Kxa5,B00,Pirc Defense,B,90,19.76,31.0,0,1,2,2,0,180,-105,58.73,-147,2320.0,Expert,Expert,-11.24,,1
21436,2528,2408,1/2-1/2,21,True,False,kingside,none,10,draw,d4 g6 e4 Bg7 Nf3 c5 c3 cxd4 cxd4 d5 e5 Nc6 Be2 Bg4 O-O Bxf3 Bxf3 e6 Nc3 Nge7 Bg4 h5 Bh3 Nf5 Bxf5 gxf5 Be3 h4 h3 Bf8 a3 Be7 Qd3 Rg8 Rfc1 f6 exf6 Bd6 Nxd5 exd5 Re1 Kf7 Qxf5,A40,Queen's Pawn Game: Modern Defense,A,43,14.67,14.4,0,0,0,0,87,110,-9,27.32,120,2468.0,Master,Expert,0.27,,1
21437,2616,2789,0-1,75,True,True,kingside,kingside,21,resignation,d4 f5 g3 Nf6 Bg2 d6 Nf3 g6 O-O Bg7 c4 O-O Nc3 Qe8 Re1 Qf7 b3 Ne4 Qc2 Nc6 Be3 Nxc3 Qxc3 e5 d5 Nb8 Rac1 h6 c5 Na6 cxd6 cxd6 h4 Bd7 Qd2 Kh7 Red1 b6 Ne1 Rac8 Nd3 Nc5 Nb2 Qe7 b4 Na4 Nxa4 Bxa4 Rxc8 Rxc8 Rc1 Qd7 Rxc8 Qxc8 Qc1 Qxc1+ Bxc1 Bc2 f3 Bf6 Kf2 Kg7 e4 f4 Bh3 h5 Bd7 g5 hxg5 Bxg5 Kg2 Kf6 g4 h4 Bb5 Bd1 Bd3 h3+ Kxh3 Bxf3 b5 Bh6 Kh4 Kg6 Bd2 Bf8 Be1 Bg2 g5 Bf3 a4 Be7 a5 Bxg5+ Kh3 Kf7 axb6 axb6 Bf2 Bd8 Bg1 Kg6 Bf2 Kh5 Bg1 Bd1 Kg2 Kg4 Kf1 Kg3 Bf2+ Kh2 Bg1+ Kh1 Bf2 Bh5 Bg1 Bg4 Bf2 Bf3 Ke1 Kg2 Bf1+ Kh2 Bd3 Bh5 Kf1 Bg6 Bc2 Kh3 Kg1 Kg4 Kf1 Kh3 Kg1 Kg4 Kf1 f3 Be1 f2 Bxf2 Kf3 Bd1+ Kf4 Bb3 Be8 Bc4 Kxe4 Ke2 Bh5+,A81,Dutch Defense: Fianchetto Attack,A,150,18.84,15.74,0,1,1,1,-268,63,-275,93.96,-173,2702.0,Master,Master,3.1,0.0,0
21438,2517,2233,1-0,36,True,True,kingside,kingside,12,resignation,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O Nf3 b6 e3 Bxc3 Bxc3 Ne4 Rc1 d6 Be2 Bb7 O-O Nd7 Be1 f5 d5 e5 Nd2 Nxd2 Qxd2 f4 f3 Qg5 e4 Qe7 b4 Nf6 c5 g5 g4 h5 h3 hxg4 hxg4 Rad8 Qc2 Rf7 Qa4 Qf8 Kg2 Rh7 Bf2 Bxd5 exd5 e4 Bd4 Nxg4 Rh1 Nh6 cxb6 cxb6 Qc2 Re8 fxe4 g4 Bd3 g3 Be2 Rhe7 Bf3 Nf7 Bf6 Re5 Rh4 Ng5 Rh8+,E20,Nimzo-Indian Defense,E,73,10.93,117.11,0,5,0,3,1891,1891,-2,384.43,284,2375.0,Master,Expert,-106.18,1.0,2
21439,1822,1643,0-1,55,True,True,kingside,kingside,25,resignation,d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 cxd5 exd5 e3 Be7 Nf3 O-O Bd3 c5 dxc5 Nxc5 O-O Bg4 Be2 Be6 Rc1 Rc8 Nd4 Qb6 b3 h6 Bf4 a6 Qc2 Bd6 Bxd6 Qxd6 Qb2 Ng4 f4 Nxe3 Rf3 Nf5 Qd2 Nh4 Rff1 Ne4 Qe3 Rxc3 Rxc3 Nxc3 Qxc3 Rc8 Qd3 Bd7 g3 Ng6 Rd1 Qc5 Qf3 Ne7 Kf1 Bh3+ Ke1 Qb4+ Kf2 Rc3 Rd3 Rc1 g4 Qe1+ Ke3 Qg1+ Qf2 Bxg4 Bxg4 Qxg4 Rd2 Nf5+ Kd3 Qh3+ Qf3 Qxf3+ Nxf3 Kf8 Nd4 Nxd4 Kxd4 Rc7 Ke5 Ke7 h4 g6 Rxd5 f6+ Ke4 Rd7 Rc5 Ke6 Rc8 g5 hxg5 fxg5 Rg8 Kf6 Rc8 Rf7 Rg8 Rg7 Rxg7 Kxg7 Kf5 gxf4 Kxf4,D51,"Queen's Gambit Declined: Modern Variation, Knight Defense",D,111,61.09,33.0,8,1,3,5,-722,48,-722,137.71,179,1732.0,Advanced,Advanced,28.09,0.0,0
21440,2101,2242,0-1,31,True,True,kingside,kingside,17,resignation,Nf3 Nf6 c4 b6 Nc3 Bb7 g3 e6 Bg2 Be7 O-O O-O d4 d6 Qc2 Nbd7 Rd1 Re8 Rb1 c5 d5 exd5 Nh4 Qc8 cxd5 Bf8 a3 a6 b4 g6 Nf3 cxb4 axb4 Nxd5 Ng5 Nxc3 Bxb7 Nxe2+ Qxe2 Rxe2 Bxc8 Rxc8 Be3 Rc4 Ra1 Rxb4 Rxa6 h6 Nf3 Rc2 Kg2 Rc8 Bf4 Nc5 Ra7 Ra4 Rxa4 Nxa4 Rd4 Nc3 Bxd6 Nb5,A05,Zukertort Opening,A,62,39.06,21.14,3,0,0,0,-263,60,-270,89.63,-141,2172.0,Expert,Expert,17.92,0.0,0
21441,2608,2640,1-0,53,True,True,kingside,kingside,27,resignation,Nf3 c5 c4 Nc6 Nc3 g6 e3 Nf6 d4 cxd4 exd4 d5 cxd5 Nxd5 Qb3 Nxc3 Bc4 Nd5 Bxd5 e6 Bxc6+ bxc6 O-O Be7 Be3 Qd5 Rfc1 Qxb3 axb3 Bb7 Ne5 O-O Ra4 Rfd8 Nc4 f6 h4 Kg7 g4 h5 gxh5 gxh5 Na5 Rd7 Nxb7 Rxb7 Rxc6 Kf7 Ra5 Rg8+ Kf1 f5 d5 exd5 Rxd5 Bxh4 Rxf5+ Ke7 Rxh5 Kd7 Ra6 Be7 Rxa7 Rb8 Rxb7+ Rxb7 Rd5+ Ke6 Rd3 Bf6 Bd4 Bxd4 Rxd4 Rxb3 Rd2 Ke5 Ke2 Ke4 Rc2 Kd4 Kd1 Rb8 Kc1 Rb3 Kb1 Rb8 Rc3 Rf8 f3 Re8 Kc2 Re2+ Kb3 Rf2 Ka3 Rd2 Rc8 Rd3+ Ka4 Rxf3 b4 Kd5 b5 Rf1 b6 Kd6 b7,A04,Zukertort Opening: Sicilian Invitation,A,107,17.5,36.06,0,1,1,3,546,847,14,117.58,-32,2624.0,Master,Master,-18.56,1.0,2
21442,2184,2250,1/2-1/2,42,True,True,kingside,kingside,20,draw,g3 d5 Bg2 c6 d4 Bf5 Nc3 Nd7 Nf3 e6 O-O Be7 Re1 h6 e4 dxe4 Nxe4 Ngf6 Nxf6+ Bxf6 c4 O-O Bf4 Re8 Qe2 Bg4 Rad1 Qa5 h3 Bxf3 Bxf3 e5 dxe5 Nxe5 Bxe5 Rxe5 Qf1 Rxe1 Qxe1 Qxa2 Qb4 Qxb2 Qxb2 Bxb2 Rb1 Bd4 Rxb7 Rc8 Bg4 Re8 Kf1 Re5 Rc7 Rc5 Bd7 a5 Rxc6 Rxc6 Bxc6 Kf8 Ke2 Ke7 f3 Kd6 Be8 Kc5 Kd3 f5 g4 f4 h4 Bf6 h5 Kb4 Kc2 Be7 Bf7 Bc5 Kb2 a4 Bd5 a3+ Ka2 Kc3 Be6,A00,Hungarian Opening: Slav Formation,A,85,14.7,13.25,0,0,2,0,-1,35,-77,26.29,-66,2217.0,Expert,Expert,1.45,,1
