game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
18552,TRUE,84,Resign,White,5+8,homedeblau,1728,sagansaxo,1637,c4 e5 Nc3 Nc6 g3 Nf6 Bg2 b6 e3 Bb7 Nge2 Bb4 O-O d6 a3 Bxc3 Nxc3 Rb8 Nd5 Nxd5 Bxd5 O-O Qf3 Na5 b4 Bxd5 Qxd5 Nb3 Rb1 Nxc1 Rbxc1 a5 b5 Rc8 a4 Qd7 d4 exd4 Qxd4 c5 Qd5 g6 Rcd1 Rcd8 Rd2 Rfe8 Rfd1 Re6 e4 Kf8 f3 Ke7 Qg5+ Kf8 Qh6+ Kg8 Kg2 Rf6 e5 Re6 Rxd6 Rxd6 Rxd6 Qe7 Qf4 Rxd6 exd6 Qe2+ Kh3 Qf1+ Kg4 Qd3 h4 h5+ Kg5 Kg7 Qf6+ Kg8 Kh6 Qe3+ f4 Kf8 d7 Qxf4+,A25,4,English Opening: King's English Variation |  Reversed Closed Sicilian,English Opening,,King's English Variation
18553,TRUE,140,Mate,Black,5+8,sagansaxo,1646,chessie66,1709,e4 e5 Nf3 d6 Bc4 Be7 d3 Nf6 Ng5 O-O Bxf7+ Rxf7 Nxf7 Kxf7 h3 Nc6 Nc3 Kg8 b3 h6 Bb2 Nh7 Nd5 Bg5 Qf3 Bf4 Nxf4 exf4 Qxf4 Qg5 Qxg5 Nxg5 O-O-O a5 a3 b5 Rdf1 Ne7 f4 Nf7 f5 c5 f6 gxf6 Bxf6 Ng6 Bb2 c4 bxc4 bxc4 d4 Bb7 Re1 Rc8 c3 Nf4 Kb1 Ng5 Rhf1 Nd3 Re2 Bxe4 h4 Nxb2+ Kxb2 Bd3 hxg5 Bxe2 Rf2 Bd3 gxh6 d5 g4 Kh7 g5 Kg6 Rf6+ Kxg5 Ra6 Rb8+ Kc1 Rb3 h7 Bxh7 Rxa5 Be4 Kd2 Rb2+ Ke3 Rc2 a4 Rxc3+ Kd2 Rd3+ Ke2 Rxd4 Ra8 Rd3 a5 Ra3 a6 Kf5 a7 d4 Rf8+ Kg5 Rg8+ Kh6 Rh8+ Kg7 Re8 Bf3+ Kd2 Rxa7 Rd8 d3 Rc8 Bd5 Rc5 Bf7 Rg5+ Kf6 Rg4 Be6 Rf4+ Ke5 Rf3 Bd5 Re3+ Be4 Kc3 Kd5 Rh3 Ra3+ Kd2 Kd4 Rh4 c3+ Kd1 Ra1#,C41,6,Philidor Defense #4,Philidor Defense,,#4
18554,FALSE,33,Mate,White,10+14,sagansaxo,1646,rtcxks,1554,e4 d6 Nf3 Nf6 Nc3 g6 Bc4 Bg7 Ng5 O-O Bxf7+ Rxf7 Nxf7 Kxf7 b3 c5 Bb2 Nxe4 Qf3+ Bf5 g4 Nxc3 Bxc3 Bxc3 dxc3 Qa5 gxf5 Nc6 fxg6+ Kxg6 Rg1+ Kh6 Qh3#,B07,2,Pirc Defense #4,Pirc Defense,,#4
18555,FALSE,46,Resign,Black,10+14,rtcxks,1554,sagansaxo,1646,a3 d5 g3 Nc6 Bg2 Nf6 Nf3 g6 O-O b6 Re1 Bg4 Nc3 Bg7 d4 Bxf3 Bxf3 O-O Bd2 e6 Qc1 Nxd4 Bh6 Bxh6 Qxh6 Nxc2 e4 Nxa1 exd5 exd5 Rxa1 c6 Rd1 Qd6 Ne2 Qe5 Nf4 Qxb2 Bxd5 Nxd5 Rxd5 Qb1+ Kg2 Qe4+ Kg1 cxd5,A00,1,Anderssen Opening,Anderssen Opening,,
18556,FALSE,47,Resign,White,15+5,mitkonikov,1533,krenkov,1746,e4 c5 Bc4 e5 Nf3 Nc6 d3 Nf6 h3 Be7 Be3 O-O Nc3 a6 a3 b5 Ba2 b4 Nd5 Nxd5 exd5 Nd4 Nxe5 d6 Nc6 Nxc6 dxc6 Qb6 Bd5 Rb8 O-O bxa3 bxa3 Qa5 Bd2 Qa4 c7 Rb6 Rb1 Rxb1 Qxb1 Qxa3 Bb7 a5 Bxc8 Rxc8 Qb7,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,,Bowdler Attack
18557,TRUE,57,Resign,White,10+0,mitkonikov,1519,murilolima,1153,e4 c5 Bc4 e6 d3 d5 exd5 exd5 Bb5+ Nc6 Nc3 a6 Nf3 h6 Bxc6+ bxc6 d4 Nf6 h3 Ne4 Qe2 Be7 Nxe4 dxe4 Ne5 Bb7 dxc5 Bxc5 Be3 Bxe3 Qxe3 f6 Ng6 Rg8 Qxe4+ Kf7 O-O Re8 Qg4 c5 Nf4 Qe7 Nh5 g6 Qc4+ Kf8 Nf4 Rad8 Nxg6+ Kg7 Nxe7 Rxe7 Qg4+ Kf7 Rad1 Rxd1 Rxd1,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,,Bowdler Attack
18558,TRUE,112,Out of Time,Black,10+0,mitkonikov,1527,abdalla1,1706,e4 g6 Bc4 e6 Nc3 c6 d3 h6 Nf3 Bg7 Bd2 Qb6 b3 Na6 Na4 Qd8 e5 Ne7 d4 b5 Bd3 bxa4 bxa4 O-O Qc1 Kh7 g4 Bb7 Rg1 c5 Be2 cxd4 Nxd4 Nd5 g5 h5 c4 Ndc7 Bd3 Bxe5 Bc3 Bxd4 Bxd4 d5 c5 Nb4 Qe3 Nxd3+ Qxd3 Ne8 Qe3 Ng7 Qe5 Rg8 Rb1 Rb8 Rg3 Qa5+ Bc3 Qxa4 Ra1 Qe4+ Qxe4 dxe4 Re3 Nf5 Re2 Bd5 Kf1 Nh4 h3 Bc4 Re1 Bxe2+ Rxe2 Rb1+ Be1 Nf3 Rxe4 Nxg5 Re3 Rd8 f4 Nxh3 Rxh3 Rc8 Re3 Rc1 Re2 R1xc5 Re3 Rf5 Kf2 Rc2+ Kg3 Rxa2 Rd3 Ra1 Bb4 Rf1 Kh3 R1xf4 Bc5 Rxc5 Rd8 Rc3+ Kh2 Rf2+ Kg1 Ra2 Kf1 Rc1+,B06,2,Modern Defense,Modern Defense,,
18559,FALSE,79,Out of Time,White,10+0,philipgraphics,1344,mitkonikov,1527,e4 e5 d3 Nc6 Nf3 Bc5 Be3 Bxe3 fxe3 d6 d4 Qf6 Qd3 b6 Nc3 Nb4 Qd2 exd4 Nd5 Nxd5 exd5 Ne7 Qxd4 Qxd4 Nxd4 Nxd5 e4 Nb4 c3 Na6 Bxa6 Bxa6 O-O-O O-O Rhe1 Rfe8 Nc6 Bb7 Nd4 Bxe4 Kd2 Bxg2 Re2 Bh3 Rde1 Rxe2+ Rxe2 h6 Nf5 Bxf5 b4 Bd7 Re4 Re8 Rc4 Rc8 Kd3 c5 a3 a5 bxa5 Bb5 axb6 Bxc4+ Kxc4 Rb8 Kb5 Kf8 Ka6 Ra8+ Kb7 Rxa3 Kc7 Rb3 b7 Rxb7+ Kxb7 Ke8 Kb8,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,,Leonardis Variation
18560,FALSE,17,Resign,White,10+0,mitkonikov,1527,philipgraphics,1344,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 g3 Bd7 Nf3 f6 Bxd5 Bg4 Bxb7 Nc6 Bxc6+,C24,4,Bishop's Opening: Berlin Defense,Bishop's Opening,,Berlin Defense
18561,FALSE,26,Mate,Black,10+0,philipgraphics,1344,mitkonikov,1527,e4 e5 Nf3 Nc6 Nc3 Nf6 Bd3 Bb4 b3 d6 Bb2 Be6 O-O Nd4 Re1 Nxf3+ gxf3 Nh5 f4 Nxf4 Nd5 Qg5+ Qg4 Qxg4+ Kf1 Qg2#,C46,6,Four Knights Game,Four Knights Game,,
18562,TRUE,96,Out of Time,Black,10+0,mitkonikov,1533,yersinia_pestis,1777,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nf5 Be6 g4 h5 g5 Ng4 f3 Bxf5 fxg4 Bxg4 Qd2 Nc6 h3 Be6 Ne2 Be7 Ng3 Nd4 Bg2 h4 Nf5 Nxf5 exf5 Bxf5 Bxb7 Rb8 Bxa6 O-O c3 Be4 Rg1 f5 Bc4+ d5 Bb3 Kh8 g6 f4 Bf2 Rf6 Bxh4 Rxg6 Rxg6 Bxg6 Bxe7 Qxe7 Bxd5 Qh4+ Ke2 Bh5+ Kd3 Bg6+ Ke2 Qxh3 Rh1 Bh5+ Kf2 Qg3+ Kf1 g6 b4 Kg7 a3 Bf3 Bxf3 Qxf3+ Ke1 Qxh1+ Ke2 Qg2+ Kd3 Qxd2+ Kxd2 Rd8+ Kc2 e4 Kb3 e3 a4 e2 Kc2 e1=Q Kb3 Qd2,B90,11,Sicilian Defense: Najdorf Variation |  English Attack,Sicilian Defense,,Najdorf Variation
18563,TRUE,88,Resign,Black,10+0,boy-12-iran,914,mitkonikov,1532,e4 e5 Nf3 Nc6 Bc4 f6 d4 d6 Nc3 Bg4 dxe5 fxe5 h3 Bh5 g4 Bg6 Bg5 Be7 Bxe7 Qxe7 Nd5 Qd7 Ng5 h6 Ne6 Kf7 Ng5+ hxg5 Nb6+ Qe6 Bxe6+ Kxe6 Qd5+ Ke7 Nxa8 Nf6 Qb5 Bxe4 Nxc7 Bxh1 O-O-O Nd4 Qd3 Bf3 Re1 Rc8 Qxd4 Rxc7 Qxa7 Be4 c3 Bd5 Qb6 Rd7 Qb4 Ne4 Rxe4 Bxe4 Qxe4 Ke6 Qf5+ Ke7 Qxg5+ Kf7 Qf5+ Ke7 g5 Kd8 g6 Kc7 h4 b5 h5 Re7 Qf8 Rd7 Qe8 d5 h6 Rd8 Qxe5+ Kd7 hxg7 Rg8 Qf5+ Ke7 Qf7+ Kd6,C50,5,Italian Game,Italian Game,,
18564,TRUE,138,Mate,Black,10+0,mitkonikov,1535,diasputra1112,1868,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 c3 dxc3 Nxc3 Nf6 O-O Bc5 Qd2 d6 h3 O-O Nh4 Bb4 Qd3 Bxc3 Qxc3 Nxe4 Qe3 Qxh4 f3 Nf6 b3 Qg3 Qf2 Qxf2+ Rxf2 Ne5 Be2 Ng6 Bd2 Bf5 Rc1 b6 Rxc7 Rfc8 Rxc8+ Rxc8 Bb4 d5 Ba6 Rc1+ Kh2 d4 g4 Bb1 a4 d3 Kg3 Nd5 Ba3 Rc3 Bb2 Rxb3 Bc4 Rxb2 Rxb2 Ne3 Bb5 Bc2 Bxd3 Bxd3 Rb3 Nf1+ Kf2 Ba6 Rb1 Nd2 Re1 Nf4 Ke3 Ng2+ Kxd2 Nxe1 Kxe1 g5 Kf2 f6 Kg3 Be2 f4 gxf4+ Kxf4 Kf7 h4 Ke6 g5 fxg5+ hxg5 hxg5+ Kxg5 Kd5 Kf4 Kc4 Ke3 Bh5 Kd2 Kb4 Kc2 Kxa4 Kb2 Bf7 Kc3 Ka3 Kc2 Ka2 Kc3 Kb1 Kd4 a5 Kc3 a4 Kb4 b5 Kxb5 a3 Ka4 a2 Ka3 a1=Q+ Kb4 Qd4+ Kb5 Qc4+ Kb6 Bd5 Ka7 Qb3 Ka6 Bc4+ Ka5 Qb5#,C55,6,Italian Game: Anti-Fried Liver Defense,Italian Game,,Anti-Fried Liver Defense
18565,TRUE,60,Mate,Black,10+0,majdorf,1825,mitkonikov,1502,e4 e5 Nf3 Nc6 Bc4 d6 d4 Bg4 Bb5 a6 Ba4 b5 Bb3 exd4 Bd5 Nge7 Bxf7+ Kxf7 Ng5+ Ke8 Qxg4 Ne5 Qe6 h6 Nf7 Nxf7 O-O Ng5 Bxg5 hxg5 f4 Qd7 Qb3 gxf4 Nd2 Kd8 Rxf4 g5 Rf7 c5 Raf1 Kc7 e5 dxe5 Ne4 Qg4 Nxc5 Qh4 Ne6+ Kb7 Qd5+ Kb6 h3 Nxd5 Rd7 Ne3 Rff7 Qe1+ Kh2 Ng4#,C50,5,Italian Game,Italian Game,,
18566,TRUE,70,Mate,Black,10+0,mitkonikov,1508,leonkiller,1769,e4 c5 Nf3 Nf6 Nc3 d6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6 b3 e5 Be3 Be7 Qd2 Qc7 Be2 Be6 g3 O-O Bf3 a5 a4 Rfd8 Ne2 d5 exd5 Nxd5 Bg5 f6 Be3 Rd7 O-O Rad8 Bxd5 Rxd5 Qc3 Kf7 Kg2 f5 f4 e4 Nd4 Bf6 Rad1 Bxd4 Bxd4 c5 Be5 Qc6 Bxg7 Rxd1 Rxd1 Rxd1 Qf6+ Ke8 Qf8+ Kd7 Kh3 e3 Bc3 Qf3 Bxa5 Qg4+ Kg2 Rd2+ Kh1 Qd1#,B56,10,Sicilian Defense: Classical Variation,Sicilian Defense,,Classical Variation
18567,TRUE,64,Mate,Black,10+0,mitkonikov,1510,jaroslav,1976,e4 d5 e5 Bf5 d4 e6 g4 Bg6 Nf3 Be4 Bg2 c5 c3 Nc6 Be3 cxd4 cxd4 Nge7 Nc3 Ng6 Nxe4 dxe4 Nd2 Nxd4 Bxd4 Qxd4 Bxe4 O-O-O f3 Bb4 Kf1 Qxd2 Qxd2 Rxd2 Rc1+ Kb8 Rc2 Rhd8 a3 Ba5 b4 Bb6 f4 Nxf4 Rxd2 Rxd2 Bf3 Rf2+ Ke1 Rxf3 h4 Rxa3 Rh2 Ra1+ Kd2 Ra2+ Kc3 Rxh2 Kc4 Rxh4 g5 Nd5+ Kb5 Rxb4#,B01,2,Scandinavian Defense,Scandinavian Defense,,
18568,TRUE,62,Mate,Black,10+0,mitkonikov,1527,pomboskate,1438,e4 e5 Bc4 Nf6 Nc3 Bb4 d3 c6 a3 Bxc3+ bxc3 d5 Bb3 dxe4 dxe4 Qxd1+ Kxd1 Nxe4 Bb2 Nxf2+ Ke2 Nxh1 Nh3 Bg4+ Ke3 f5 Rxh1 Bxh3 gxh3 Nd7 c4 O-O-O Rf1 g6 a4 Nc5 Bxe5 Rhe8 Kf4 g5+ Kxf5 Rf8+ Kxg5 Rxf1 c3 Nxb3 h4 Re8 Bg7 Rg8 Kh6 Rf7 Kxh7 Rfxg7+ Kh6 a6 a5 Nc5 h3 Ne6 c5 Rh8#,C26,6,Vienna Game: Stanley Variation |  Reversed Spanish,Vienna Game,,Stanley Variation
18569,TRUE,28,Resign,Black,10+0,pyta,1369,mitkonikov,1517,d4 d5 Bf4 Nc6 e3 Nf6 Nf3 h6 h3 g5 Bh2 Bg7 Nbd2 Na5 c3 Be6 Qa4+ c6 b4 Nc4 Nxc4 dxc4 b5 Qd5 bxc6 Qxc6 Nd2 Qxa4,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
18570,TRUE,98,Mate,Black,10+0,mitkonikov,1522,marat21,1821,e4 c5 Nf3 d5 Nc3 d4 Nd5 e6 Nf4 e5 Nd3 f6 c4 Bd6 b3 Nc6 Be2 Nh6 Nh4 O-O f3 f5 exf5 Qxh4+ Nf2 Bxf5 d3 Qd8 Bxh6 gxh6 Qd2 Qg5 Qxg5+ hxg5 g4 Bg6 Nh3 h6 O-O-O Na5 Kb2 a6 Nf2 b5 Ne4 Bxe4 fxe4 Rf2 Rde1 bxc4 dxc4 Rb8 h3 Nxc4+ Kc1 Ne3 Bxa6 Ra8 a4 Rxa6 Kb1 c4 Rc1 Rb6 Rhf1 Rxb3+ Ka1 Nc2+ Rxc2 Rxc2 Rb1 Rxb1+ Kxb1 d3 a5 Rc3 Kb2 Ra3 a6 Rxa6 Kc3 Rb6 Kxc4 d2 Kd5 d1=Q+ Ke6 Bf8+ Kxe5 Qd6+ Kf5 Rb5+ e5 Qxe5+ Kg6 Rb6+ Kh5 Qe8#,B27,3,Sicilian Defense,Sicilian Defense,,
18571,TRUE,94,Mate,Black,10+0,mitkonikov,1505,birgul,1832,e4 e5 Bc4 Nf6 Nc3 Be7 d3 O-O Be3 c6 Qe2 d5 exd5 cxd5 Bb3 d4 Bxd4 exd4 Ne4 Bb4+ Kf1 Nxe4 Qxe4 Re8 Qf4 Qe7 Nf3 Qf6 Qxf6 gxf6 Nxd4 Bg4 f3 Bd7 c3 Bc5 g4 Bxd4 cxd4 Re3 Kf2 Rxd3 d5 a5 a4 Rxb3 Kg3 Rxb2 Rhd1 Na6 Rdc1 Rd2 h4 Rxd5 g5 fxg5 hxg5 Rxg5+ Kh4 Rg2 Rg1 Rxg1 Rxg1+ Kh8 Rg4 Bxg4 fxg4 Rd8 g5 Rd4+ Kh5 Rxa4 Kh6 Rd4 Kh5 a4 g6 fxg6+ Kg5 a3 Kf6 a2 Ke5 a1=Q Ke6 Qa2+ Ke7 Qe2+ Kf6 Rf4+ Kg5 Qg4+ Kh6 Qh4#,C26,5,Vienna Game: Stanley Variation,Vienna Game,,Stanley Variation
18572,FALSE,50,Mate,Black,10+0,philipgraphics,1500,mitkonikov,1505,e4 e5 Nf3 Bd6 d4 f6 d5 b6 Bb5 Bb7 g4 Na6 g5 Nc5 Nc3 Qe7 O-O fxg5 Nxg5 Ba6 Qh5+ g6 Qf3 Nf6 Bxa6 Nxa6 Nb5 Nb4 Nxd6+ Qxd6 Qe2 c5 c3 Nbxd5 c4 Nf4 Bxf4 exf4 Rad1 Qe5 Qd3 O-O Qd6 Qxg5+ Kh1 f3 Qe6+ dxe6 Rd7 Qg2#,C40,3,King's Knight Opening,King's Knight Opening,,
18573,TRUE,82,Out of Time,Black,10+0,oneload,1565,mitkonikov,1485,e3 e5 c4 Nf6 Nc3 c6 Nf3 Bd6 Qc2 Na6 d4 Nb4 Qb1 Qc7 c5 Be7 dxe5 Nfd5 Nxd5 cxd5 Bd2 Bxc5 Bxb4 Bxb4+ Nd2 Qxe5 a3 Bxd2+ Kxd2 d4 e4 d6 Bb5+ Bd7 Bxd7+ Kxd7 Qd1 Qxe4 Re1 Qf4+ Kd3 Rhe8 Qa4+ Kc7 Rac1+ Kb6 Qb4+ Ka6 Qa4+ Kb6 Rxe8 Rxe8 Qxe8 Qxc1 Kxd4 Qc5+ Kd3 d5 Qxf7 Qc4+ Kd2 Qd4+ Kc2 Kc5 Qxb7 Qxf2+ Kb3 Qe3+ Ka4 d4 h4 Qe8+ Ka5 d3 Qxa7+ Kc4 Qa6+ Kd4 Qd6+ Ke3 Qc5+ Kd2,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,,
18574,FALSE,46,Mate,Black,15+10,mrunobservant,1000,kilgour22,1951,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 f4 Nf6 Bd3 Nxd4 e5 Nd7 Be3 dxe5 c3 Nc6 Qb3 exf4 Bxf4 Qe7+ Be2 Nf6 Nd2 Bg4 Nf3 Bxf3 gxf3 O-O-O a4 Re8 Qd1 Nd5 Bd2 Ne3 Qc1 Ng2+ Kf2 Qxe2+ Kg3 h5 Rg1 h4+ Kh3 Qxf3#,C45,7,Scotch Game,Scotch Game,,
18575,FALSE,31,Mate,White,10+5,kilgour22,1951,thebadfish,1875,Nf3 Nf6 b3 d5 Bb2 c5 e3 Nc6 c4 e6 cxd5 exd5 Be2 Bd6 O-O O-O d4 cxd4 Nxd4 Qc7 Nxc6 Bxh2+ Kh1 bxc6 f4 Bg3 Rf3 Ne4 Qd4 Bg4 Qxg7#,A04,3,Zukertort Opening: Nimzo-Larsen Variation,Zukertort Opening,,Nimzo-Larsen Variation
18576,FALSE,52,Resign,Black,10+5,kilgour22,1951,nojoke,2227,Nf3 d5 b3 Nf6 Bb2 Bf5 g3 c5 Bg2 Nc6 O-O e6 e3 Be7 Nc3 O-O Ne2 h6 Rc1 b5 d3 a5 Nd2 a4 e4 Bg4 f3 Bh5 exd5 Nxd5 Qe1 axb3 axb3 Ra2 Ba1 Ne3 Nf4 Nxf1 Qxf1 Bg6 Bh3 Bh7 Qe1 Nd4 Nh5 Bg6 Nxg7 Kxg7 b4 Rxa1 Rxa1 Nxc2,A06,3,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,,
18577,FALSE,48,Resign,Black,15+15,ianremsen,1621,kilgour22,1951,e4 c6 d4 d5 e5 c5 c3 Nc6 Nf3 Bg4 Be2 h6 O-O e6 Be3 c4 b3 b5 bxc4 bxc4 Qa4 Qc8 Na3 Bxa3 Qxa3 Nge7 h3 Bh5 Rfe1 O-O Rab1 Bg6 Rb2 Rb8 Nh4 Bh7 Bd1 Rxb2 Qxb2 Qb8 Qa3 Qb1 Nf3 Rb8 Ba4 Qb7 Bxc6 Nxc6,B12,6,Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense,Caro-Kann Defense,,Advance Variation
18578,FALSE,46,Resign,Black,15+15,kilgour22,1951,ianremsen,1621,d4 f5 c4 Nf6 Nf3 g6 h3 Bg7 Bf4 d6 Nc3 O-O e3 Nbd7 Qb3 Re8 a4 e5 dxe5 dxe5 Bh2 a6 Rd1 Qe7 g4 Nc5 Qa2 Nfe4 Nd5 Qf7 b4 c6 Nb6 Nc3 Qc2 Nxd1 Nxa8 fxg4 bxc5 Qxf3 Rg1 Bf5 Qc1 Qxf2+ Kxd1 Rxa8,A84,4,Dutch Defense: Normal Variation,Dutch Defense,,Normal Variation
18579,FALSE,21,Resign,White,15+10,kilgour22,1951,ianremsen,1621,d4 f5 c4 Nf6 Nc3 g6 Nf3 Bg7 Bf4 d6 h3 O-O Qb3 Qe8 e3 b6 Nb5 Qd7 c5+ d5 Nxc7,A85,5,Dutch Defense: Queen's Knight Variation,Dutch Defense,,Queen's Knight Variation
18580,TRUE,27,Resign,White,15+2,torrenegra55,1334,adriansywu,1443,e4 e5 c4 Nf6 d3 Nc6 a3 d6 h3 Be6 Nf3 Nd4 Nc3 Nxf3+ Qxf3 c6 Bg5 h6 Bxf6 gxf6 Be2 d5 exd5 cxd5 cxd5 Bf5 Qxf5,C20,3,English Opening: The Whale,English Opening,,The Whale
18581,TRUE,95,Draw,Draw,10+0,adriansywu,1442,fishinboy,1507,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Bb4 a3 Bxc3+ bxc3 O-O Bd3 Re8+ Be3 Ng4 Qd2 Qe7 O-O Nxe3 fxe3 Qxe3+ Qxe3 Rxe3 Rfe1 Rxe1+ Rxe1 Be6 Ng5 Nc6 Nxe6 fxe6 Rxe6 Rf8 a4 h6 c4 dxc4 Bxc4 Kh7 Bd3+ Kh8 Bb5 Nxd4 Re7 Nxc2 Rxc7 a6 Bxa6 bxa6 Rxc2 Rf4 a5 Rf5 Ra2 Kh7 g4 Rg5 h3 h5 Ra4 hxg4 hxg4 Kh6 Kg2 Kg6 Kg3 Kf6 Rf4+ Ke5 Rf7 Ke6 Ra7 Rxa5 Rxg7 Ra3+ Kh4 a5 Ra7 a4 g5 Ra1 g6 Rh1+ Kg5 Rg1+ Kh6 Rh1+ Kg5 Rg1+ Kh6 Rh1+ Kg5,C01,5,French Defense: Exchange Variation,French Defense,,Exchange Variation
18582,TRUE,136,Resign,Black,10+0,ramirr,1411,adriansywu,1430,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 Bxc6+ bxc6 d4 exd4 Nxd4 Bb7 Nb3 Nf6 Nxc5 dxc5 Bg5 h6 Bxf6 Qxf6 Re1 Qxb2 Nd2 Qd4 Rb1 Ba6 Nf3 Qxd1 Rbxd1 O-O Rd7 Rac8 h3 Rfd8 Ne5 f6 Rxd8+ Rxd8 Nxc6 Rd2 Nxa7 Rxc2 e5 Rxa2 e6 Kf8 e7+ Ke8 Nc6 Bb7 Re6 Bxc6 Rxc6 Kxe7 Rxc7+ Kf8 Rc8+ Kf7 Rc7+ Kf8 Rxc5 Kf7 Rc7+ Kg8 Kh2 Rxf2 Kg3 Rd2 Kh4 Rxg2 Kh5 Kh7 h4 f5 Rf7 Rf2 Re7 Rd2 Re5 f4 Kg4 Rd4 Re1 g6 Rf1 h5+ Kf3 Kh6 Rf2 g5 hxg5+ Kxg5 Kg2 Rd5 Kh3 Rf5 Rf3 h4 Kh2 Kg4 Kg2 Rf6 Kh2 Rh6 Kg2 h3+ Kf2 h2 Ra3 h1=Q Ke2 Rh3 Rxh3 Qxh3 Kf2 Qg3+ Kf1 Kh3 Ke2 f3+ Ke3 f2+ Ke2 Qg2 Ke3 f1=Q Kd4 Qff3 Ke5 Qgg4 Kd6 Qff5 Kc6 Qgg6+,C64,6,Ruy Lopez: Classical Variation,Ruy Lopez,,Classical Variation
18583,TRUE,55,Mate,White,10+0,fishinboy,1487,adriansywu,1441,e4 e5 d3 Nc6 f4 d6 fxe5 dxe5 Nf3 Bc5 Be2 Nf6 Bg5 O-O Nc3 h6 Bh4 Be7 Nd5 Nxd5 exd5 Bxh4+ Nxh4 Qxh4+ g3 Qd8 dxc6 bxc6 O-O Qd4+ Kh1 Bb7 Bf3 g5 Qe2 g4 Be4 h5 Qd2 f5 Qg5+ Kh7 Qxh5+ Kg7 Qg5+ Kh7 Bxf5+ Rxf5 Qxf5+ Kg7 Qg5+ Kh7 Rf7+ Kh8 Qg7#,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,,Leonardis Variation
18584,TRUE,1,Resign,White,10+0,adriansywu,1431,usa-04071776,1367,e4,B00,1,King's Pawn,King's Pawn,,
18585,TRUE,36,Mate,Black,10+0,adriansywu,1448,valedol,1302,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 d3 h6 O-O O-O Re1 d6 Nd5 Na5 Nxf6+ Qxf6 Be3 Nxc4 Bxc5 Nxb2 Qb1 Nxd3 Bxd6 Nxe1 Bxf8 Nxf3+ gxf3 Kxf8 Qd1 Bh3 f4 Qg6+ Kh1 Qg2#,C50,9,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,Italian Game,,Giuoco Pianissimo
18586,TRUE,54,Resign,Black,10+0,fire7,1444,adriansywu,1435,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 Nc3 d6 Bg5 O-O Nd5 Nd4 Nxd4 Bxd4 Bxf6 gxf6 c3 Bxf2+ Kxf2 c6 Qf3 cxd5 Qg3+ Kh8 exd5 Rg8 Qf3 Bg4 Qe4 Bd7 Bxd7 Qxd7 Rhf1 Rg4 Qf3 Rf4 Qxf4 exf4 Kg1 Qf5 d4 Qxd5 Rxf4 Rg8 Rf2 h5 g3 h4 Rxf6 hxg3 Rh6+ Kg7,C65,6,Ruy Lopez: Berlin Defense #2,Ruy Lopez,,Berlin Defense #2
18587,TRUE,41,Resign,White,10+0,adriansywu,1425,thesnare,1371,e4 b6 d4 Bb7 Nc3 e6 Nf3 d6 Bc4 d5 exd5 exd5 Bb3 Ba6 Nxd5 c6 Nc3 Nf6 Bf4 c5 dxc5 Qxd1+ Rxd1 Bxc5 h3 O-O Nd5 Re8+ Kd2 Re2+ Kc1 Rxf2 Nc7 Be2 Rd8+ Bf8 Nxa8 g6 Bh6 Ne8 Rxe8,B00,2,Owen Defense,Owen Defense,,
